occurrenceID,institutionCode,year,month,day,stateProvince,county,locality,decimalLatitude,decimalLongitude
ed5a05e2-e56c-40ec-9c3f-3bf841ba2300,NY,2009,6,22,New York,Bronx Co.,"Botanical Garden, between the main building and Kazimiroff Drive and end of Mosholu Parkway",40.8672,-73.8794
90a1a50c-bc8a-497f-9e1c-d96504896a96,NY,2018,5,30,New York,Bronx Co.,"New York City. New York Botanical Garden, west of the Bronx River and north of Stone Mill Road, between the Levy Visitor Center and the Library building.",40.864,-73.8795
d3215788-5bee-4096-8c82-0b268230eb74,NY,2009,6,18,New York,Bronx Co.,"cultivated at New York Botanical Garden, near the fountain by the Kennedy entrance",40.8636,-73.8797
5c47cca0-7644-491a-8f12-942381d65730,NY,2009,6,25,New York,Bronx Co.,"corner of Mosholu Parkway and Kazimiroff Drive, between New York Botanical Garden and Metro North railroad tracks",40.8678,-73.8797
dea0e539-7f1a-4d5b-8c40-0fdbedeb9b31,NY,2009,9,20,New York,Bronx Co.,"corner of Mosholu Parkway and Kazimiroff Drive, between New York Botanical Garden and Metro North railroad tracks",40.8678,-73.8797
3cc66822-0c24-4161-a79b-00343878b5de,NY,2009,4,30,New York,Bronx Co.,"Grounds of The New York Botanical Garden, forest, W of the Bronx River",40.8637,-73.8798
dc9a5efc-b71f-45f8-86d5-d4617f7f1e24,NY,2009,4,27,New York,Bronx Co.,"The New York Botanical Garden, central section of the Garden, west of the Bronx River",40.8637,-73.8798
c8a97cf3-3ff5-43f0-9634-75ce1e7a43ab,NY,2010,4,17,New York,Bronx Co.,"New York City. Grounds of The New York Botanical Garden, N of Waring Ave and W of the Bronx River",40.865,-73.8798
b11df53f-ad49-4390-a9e7-f0368d3dd62c,NY,1993,7,17,New York,Bronx Co.,"New York Botanical Garden, floodplain of Bronx River between NYBG Garden bridge and the northwestern highway bridge",40.85,-73.88
25cd9640-fffc-41ef-b23d-5c3da6b47b68,NY,1993,9,4,New York,Bronx Co.,"New York Botanical Garden, woods near Children's Garden",40.85,-73.88
07870d86-5688-40de-8cbb-400ed7d0bb5e,NY,1993,7,12,New York,Bronx Co.,"New York Botanical Garden, near Rose Garden",40.85,-73.88
52ba8e1c-55b2-4d10-98c9-4dcbc24073c2,NY,2008,9,23,New York,Bronx Co.,"The New York Botanical Garden, ca 320 m (by air) west of the Bronx River and ca 350-365 m (by air) north of Fordham Road/Pelham Parkway/US 1",40.8601,-73.88
52ba8e1c-55b2-4d10-98c9-4dcbc24073c2,NY,2008,9,23,New York,Bronx Co.,"The New York Botanical Garden, ca 320 m (by air) west of the Bronx River and ca 350-365 m (by air) north of Fordham Road/Pelham Parkway/US 1",40.8601,-73.88
a0e832ea-b097-4084-9db4-4ee2f402bcdc,NY,2009,4,30,New York,Bronx Co.,"Grounds of The New York Botanical Garden, forest, W of the Bronx River and S of northern perimeter road",40.8655,-73.88
3d9969ba-51e1-4d3c-b999-8240cc584c41,NY,2012,8,26,New York,Bronx Co.,"Bronx, between the Metro North railroad line and the New York Botanical Garden, south of Mosolu Parkway.",40.8675,-73.88
cde1acf2-c9a1-4f31-a83d-75b9b71ebdc7,NY,2012,8,26,New York,Bronx Co.,"Bronx, between the Metro North railroad line and the New York Botanical Garden, south of Mosolu Parkway.",40.8675,-73.88
dea0e539-7f1a-4d5b-8c40-0fdbedeb9b31,NY,2009,9,20,New York,Bronx Co.,"corner of Mosholu Parkway and Kazimiroff Drive, between New York Botanical Garden and Metro North railroad tracks",40.8678,-73.88
a0e832ea-b097-4084-9db4-4ee2f402bcdc,NY,2009,4,30,New York,Bronx Co.,"Grounds of The New York Botanical Garden, forest, W of the Bronx River and S of northern perimeter road",40.8655,-73.8803
5232ac2c-a334-4500-8c7d-370c05dd7763,NY,2010,7,26,New York,Bronx Co.,"City of New York. Grounds of The New York Botanical Garden, N of Waring Avenue and W of the Bronx River",40.8655,-73.8804
e3ec6d51-07a4-403a-8d03-9a5edc594dd5,NY,2009,6,30,New York,Bronx Co.,"Grounds of The New York Botanical Garden, W of the Bronx River and N of Waring Ave",40.8655,-73.8804
3be40f25-4cd8-4319-bc6d-25478c6d8d8f,NY,2016,11,6,New York,Bronx Co.,"Grounds of the New York Botanical Garden. E side of Harding Lab, 5-10m S of main path that borders Tulip Tree Allee",40.8654,-73.8805
06934427-5b4a-4ede-8644-d221e1109f14,NY,2016,11,6,New York,Bronx Co.,"Grounds of the New York Botanical Garden. North side of Mosholu Gate entrance, east side of wall",40.8665,-73.8806
55916f16-94ae-4168-ab39-435e6ca54c3a,NY,2009,6,22,New York,Bronx Co.,"at parking lot, Metro North railroad station on Kazimiroff Drive, opposite entrance to the New York Botanical Garden",40.8672,-73.8806
f7e182d7-a5c1-46be-9c91-c18cf732d6b3,NY,2009,6,22,New York,Bronx Co.,"at Metro North railroad station on Kazimiroff Drive, in park opposite entrance to New York Botanical Garden",40.8672,-73.8806
5ab1a447-6ad3-4fa3-8fda-81060d91adc5,NY,2003,9,19,New York,Bronx Co.,"between the Metro North railroad line and the New York Botanical Garden, south of Mosholu Parkway",40.8674,-73.8806
55916f16-94ae-4168-ab39-435e6ca54c3a,NY,2009,6,22,New York,Bronx Co.,"at parking lot, Metro North railroad station on Kazimiroff Drive, opposite entrance to the New York Botanical Garden",40.8672,-73.881
f7e182d7-a5c1-46be-9c91-c18cf732d6b3,NY,2009,6,22,New York,Bronx Co.,"at Metro North railroad station on Kazimiroff Drive, in park opposite entrance to New York Botanical Garden",40.8672,-73.881
3a455394-8d71-47c7-8b11-c2444a77300d,NY,2010,7,25,New York,Bronx Co.,"along Mosholu Parkway, parkland between the parkway and the street E Mosholu Parkway S.",40.8703,-73.881
89113934-4692-4324-9dd3-7a769c3eef17,NY,1998,6,2,New York,Bronx Co.,On eastside of Moshulu Park on Moshulu Parkway,40.8706,-73.881
3a455394-8d71-47c7-8b11-c2444a77300d,NY,2010,7,25,New York,Bronx Co.,"along Mosholu Parkway, parkland between the parkway and the street E Mosholu Parkway S.",40.8703,-73.8811
89113934-4692-4324-9dd3-7a769c3eef17,NY,1998,6,2,New York,Bronx Co.,On eastside of Moshulu Park on Moshulu Parkway,40.8706,-73.8811
a060e34c-f2ec-411c-9ae6-2773b2724feb,NY,1998,5,5,New York,Bronx Co.,Bronx Park along the West side of Moshulu Parl on 202 Street.,40.8706,-73.8811
4f298858-e4e1-48b5-83a6-b5a3d859844e,NY,2016,11,6,New York,Bronx Co.,Grounds of the New York Botanical Garden. SE corner of Conservatory Way sidewalk,40.8659,-73.8813
42654a65-98c1-4a5f-a32d-ed51b02b18b3,NY,2015,6,14,New York,Bronx Co.,"Grounds of the New York Botanical Garden, Near circular fountain by the Visitor Center",40.8578,-73.8817
09674aa5-2a3f-49cd-a837-72031c468605,NY,2015,6,14,New York,Bronx Co.,"Grounds of the New York Botanical Garden, Near circular fountain by the Visitor Center",40.8578,-73.8817
9118212b-31a3-4914-8be0-c9fbaaafa140,NY,2009,6,22,New York,Bronx Co.,"along Mosholu Parkway South and park, near Marion Ave.",40.8703,-73.8817
45d71582-eed1-4751-b48b-ab29b5906f53,NY,2006,4,27,New York,Bronx Co.,"in park along Marion Ave., between Mosholu Parkway and ""Mosholu West""",40.8706,-73.8817
b6014340-a9f0-40b0-95d2-c130db29b7b7,NY,2006,11,6,New York,Bronx Co.,"in park along Marion Ave., between Mosholu Parkway and ""Mosholu West""",40.8706,-73.8817
69b1756a-4d32-4c1d-81c1-c9c791f25d9d,NY,2008,9,24,New York,Bronx Co.,"The New York Botanical Garden, ca 570 m (by air) W of the Bronx River and ca 35 m (by air) S of Kazimiroff Blvd",40.8659,-73.8818
42654a65-98c1-4a5f-a32d-ed51b02b18b3,NY,2015,6,14,New York,Bronx Co.,"Grounds of the New York Botanical Garden, Near circular fountain by the Visitor Center",40.8578,-73.882
09674aa5-2a3f-49cd-a837-72031c468605,NY,2015,6,14,New York,Bronx Co.,"Grounds of the New York Botanical Garden, Near circular fountain by the Visitor Center",40.8578,-73.882
9118212b-31a3-4914-8be0-c9fbaaafa140,NY,2009,6,22,New York,Bronx Co.,"along Mosholu Parkway South and park, near Marion Ave.",40.8703,-73.882
c877a4de-b134-40a2-97d7-cd933c26af80,NY,1891,6,,New York,Bronx Co.,Van Cortlandt Park,40.8979,-73.8835
65af35af-f76f-4bae-9d13-eeff9c065241,NY,1891,6,,New York,Bronx Co.,Van Cortlandt Park,40.8979,-73.8835
65af35af-f76f-4bae-9d13-eeff9c065241,NY,1891,6,,New York,Bronx Co.,Van Cortlandt Park,40.8979,-73.884
f9f5abff-c3f1-43ab-a4c7-55e61b94e857,NY,1891,6,,New York,Bronx Co.,Van Cortlandt Park,40.8984,-73.8867
805036c2-ed9a-450e-bc75-6bcd86b4da59,NY,1891,6,,New York,Bronx Co.,Van Cortlandt Park,40.8984,-73.8867
9e029d78-b2e5-4b94-90e7-8631ee489ddd,NY,1891,6,,New York,Bronx Co.,Van Cortlandt Park,40.8984,-73.8867
def6a38c-04f7-4036-b1f9-a00641c5e170,NY,2009,8,4,New York,Bronx Co.,campus of Lehman College,40.8739,-73.892
def6a38c-04f7-4036-b1f9-a00641c5e170,NY,2009,8,4,New York,Bronx Co.,campus of Lehman College,40.8739,-73.8922
b53e56a3-8a56-4975-8a80-f3e4fe5c5116,NY,1896,10,,New York,Bronx Co.,Hill at Fordham,40.8593,-73.8985
278c1df0-2317-4e5f-be66-262a5ab5dba0,NY,1904,7,21,New York,Bronx Co.,Jerome Ave.,40.8656,-73.8989
6902e950-ff55-4681-a0e5-46bea99d8dcd,NY,1901,5,30,New York,Bronx Co.,Jerome Ave.,40.8656,-73.8989
c4c84c6b-08bd-4db8-826f-4b8c281d4cd0,NY,1883,6,2,New York,Queens Co.,,40.7494,-73.902
0f6132f0-3e4e-4bdb-90df-921c136b149c,NY,,,,New York,Queens Co.,Long Island,40.7494,-73.902
c3084897-1dd2-4652-b3de-42a8deb2f3fe,NY,1922,9,14,New York,Queens Co.,Long Island,40.7494,-73.902
20e7564e-d3f2-4076-9dd1-6fbaccfcd8c5,NY,1922,7,21,New York,Queens Co.,Long Island,40.7494,-73.9023
c3084897-1dd2-4652-b3de-42a8deb2f3fe,NY,1922,9,14,New York,Queens Co.,Long Island,40.7494,-73.9023
c4c84c6b-08bd-4db8-826f-4b8c281d4cd0,NY,1883,6,2,New York,Queens Co.,,40.7494,-73.9023
734b8426-a3d3-4f61-a397-38e8941ee7d7,NY,1879,9,28,New York,Queens Co.,L.I.,40.7494,-73.9023
0f6132f0-3e4e-4bdb-90df-921c136b149c,NY,,,,New York,Queens Co.,Long Island,40.7494,-73.9023
3adbcef0-2a41-4dfd-9452-792b2c75d066,NY,1922,7,10,New York,Queens Co.,Long Island,40.7494,-73.9023
139f4ffe-3430-40c1-a9e5-595969b16266,NY,1922,9,14,New York,Queens Co.,Long Island,40.7494,-73.9023
fbdda9b6-4daa-4cb2-adbc-7abfa5c1743e,NY,1922,7,21,New York,Queens Co.,Long Island,40.7494,-73.9023
3347756c-179e-405a-aa16-5dea3a703ca7,NY,1922,7,21,New York,Queens Co.,Long Island,40.7494,-73.9023
35d20046-53b3-4e45-a2a5-fa74df85dae2,NY,1919,7,15,New York,Queens Co.,Long Island,40.7494,-73.9023
3a992767-61c7-45cb-b939-6802330615f8,NY,1922,9,14,New York,Queens Co.,Long Island,40.7494,-73.9023
84c0c6ba-4e67-4c24-9fc1-08501893918c,NY,1876,5,21,New York,Bronx Co.,Spuyten Duyvel,40.8811,-73.9166
b343b76e-3f64-4dcd-b19c-bbefbda495a7,NY,2016,10,29,New York,Kings Co.,"Brooklyn. Marine Park, southeast of the Salt Marsh Nature Center and Avenue U. Edge of unpaved road forming a border with grassland planted with Panicum virgatum",40.6041,-73.9277
3ff02102-8f35-4f35-965b-78d9de107856,NY,1936,6,,New York,New York Co.,"Ype tree, steep bank below Riverside Drive.",40.6639,-73.9383
4d7d0901-59ea-4454-8b4d-abc0b3117fb5,NY,1976,6,4,New York,New York Co.,"Central Park, Southeast corner of the Swedish School House on the west side of Central Park roughly in line with 80th Street",40.6639,-73.9383
7e6b8984-6b95-45a6-8ae7-0f98d01e6e52,NY,1936,8,31,New York,New York Co.,"Fort Washington Park, Manhattan.",40.8534,-73.9418
fa8e451d-a8ea-41d4-b1d2-338455244fe0,NY,1936,8,31,New York,New York Co.,"Fort Washington Park, Manhattan.",40.8534,-73.9418
36d1cc89-9a71-48dd-8b97-9b5d291de88d,NY,1936,7,2,New York,New York Co.,Fort Washington Park,40.8534,-73.9418
cb391417-30ff-4d57-a643-b50cc023fb65,NY,2014,6,3,New York,New York Co.,"Central Park, Mount, Compost Area. Between 104th and 105th Sts and between 5th and 6th Aves",40.794,-73.954
cb391417-30ff-4d57-a643-b50cc023fb65,NY,2014,6,3,New York,New York Co.,"Central Park, Mount, Compost Area. Between 104th and 105th Sts and between 5th and 6th Aves",40.794,-73.9543
167d299b-f0ba-422d-9fef-335647d7fd4a,NY,2016,11,30,New York,New York Co.,"Central Park, North Woods, by the Andrew Haswell Green bench, between 105th and 106th Streets, between 5th and 6th Avenues",40.7949,-73.9544
886f57fc-b9a3-4fe3-8378-1cd0e5bced4c,NY,2016,11,30,New York,New York Co.,"Central Park, North Woods, by the Andrew Haswell Green bench, between 105th and 106th Streets, between 5th and 6th Avenues",40.7949,-73.9544
f3222fb4-ea09-4010-b470-d65626506e0e,NY,2014,5,3,New York,New York Co.,"Central Park, North Woods, between 108th and 109th Sts and between Lenox Ave and Adam Clayton Powell Jr Blvd",40.798,-73.9545
c96b866b-6b9d-41cf-b8ef-730f3fef95e8,NY,2016,4,20,New York,New York Co.,"Central Park. North Woods, at northwest corner along Drive, just west of Meer. Between 108th and 109th Streets and between 6th and 7th Avenues",40.7982,-73.9546
d01e853b-f6b1-46ab-b64c-8cb71e408265,NY,2014,8,8,New York,New York Co.,"Central Park, North Woods, the Meadow, between 103rd and 104th Streets, between 7th and 8th Avenues",40.7946,-73.9554
2d55c3f1-2b90-42dc-b8bb-61eb70f304f9,NY,2015,4,22,New York,New York Co.,Central Park. North Woods. Between 108th and 109th Sts and between 7th and 8th Aves,40.799,-73.9562
ee888908-801a-4cd7-93e5-e141e345c3b5,NY,1936,8,22,New York,New York Co.,Morningside Park,40.8065,-73.958
ee888908-801a-4cd7-93e5-e141e345c3b5,NY,1936,8,22,New York,New York Co.,Morningside Park,40.8065,-73.9582
6091e49f-9214-417a-b1f9-63dc71fefb8e,NY,1890,7,5,New York,New York Co.,"E of B'way at Inwood, Manhattan Island",40.7903,-73.9597
6091e49f-9214-417a-b1f9-63dc71fefb8e,NY,1890,7,5,New York,New York Co.,"E of B'way at Inwood, Manhattan Island",40.7903,-73.96
9665345d-49dd-4f19-8b11-f13cfb9dec8f,NY,2016,12,14,New York,New York Co.,"Central Park. Tennis House, northeast of Gothic Arch, south of the transverse road, between 95th and 96th Streets and between 6th and 7th Avenues",40.7893,-73.9604
467cf961-417f-4f9e-a3ef-94a51fe801e0,NY,2016,6,29,New York,New York Co.,Central Park. North Meadow. Between 100th and 101st Streets and between 7th and 8th Avenues,40.7934,-73.9607
0062819b-3acd-4fc0-8847-a2b3b1159a74,NY,2016,9,7,New York,New York Co.,"Central Park. Reservoir, southeast corner, along Bridle Path. Between 86th and 87th Streets and between 5th and 6th Avenues",40.7819,-73.9608
a1ef5ada-7f3b-4d15-a0b1-735d983f869d,NY,2013,8,26,New York,New York Co.,"Central Park, North Meadow, between the North Meadow Recreation Center and the 97th St. Transverse, between 97th and 98th Sts and Adam Clayton Powell Blvd",40.791,-73.9609
0062819b-3acd-4fc0-8847-a2b3b1159a74,NY,2016,9,7,New York,New York Co.,"Central Park. Reservoir, southeast corner, along Bridle Path. Between 86th and 87th Streets and between 5th and 6th Avenues",40.7819,-73.961
1d707245-4fcc-42d2-b725-690c9efbc67e,NY,2014,5,30,New York,New York Co.,"Central Park. Tennis House, north of the Tennis Courts, between 96th and 97th Streets and between 6th and 7th Avenues",40.7905,-73.961
1d707245-4fcc-42d2-b725-690c9efbc67e,NY,2014,5,30,New York,New York Co.,"Central Park. Tennis House, north of the Tennis Courts, between 96th and 97th Streets and between 6th and 7th Avenues",40.7905,-73.9611
dd18f47b-abd2-44d3-ba75-243cac77f718,NY,2016,6,8,New York,New York Co.,"Central Park. Tennis House, at intersection of West Drive and 97th St Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues",40.7911,-73.9624
d0eaf34e-0236-447e-a144-b2ac0308aa16,NY,2014,7,16,New York,New York Co.,"Central Park. Tennis House, at the 97th St Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues",40.7916,-73.9629
b3cd42cd-af8b-41a8-b246-cde72c6b8db8,NY,2014,7,16,New York,New York Co.,"Central Park. Tennis House, at the 97th St Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues",40.7916,-73.9629
d0eaf34e-0236-447e-a144-b2ac0308aa16,NY,2014,7,16,New York,New York Co.,"Central Park. Tennis House, at the 97th St Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues",40.7916,-73.963
89a4ed13-c016-4623-ac58-ed327649475c,NY,2013,8,26,New York,New York Co.,"Central Park, Tennis House, along the West Drive, between 96th and 97th Sts and between Adam Clayton Powell Blvd and Central Park West",40.7912,-73.9634
678f6d9a-b677-4ec8-b121-5dd9b74c8db4,NY,1969,8,8,New York,Kings Co.,Brooklyn Botanic Garden,40.6687,-73.9639
7ea7ba25-04dd-4298-9935-3aca861f5ea2,NY,1876,5,,New York,New York Co.,Central Park,40.7823,-73.9654
46b3cf8b-19d1-454b-91a1-beb078a95d60,NY,2013,10,15,New York,New York Co.,"Central Park, Ramble, between 78th St and 79th St between 6th and 7th Avenues",40.7784,-73.968
3598ccad-fe54-49de-921e-4009cbef7463,NY,2015,5,6,New York,New York Co.,"Central Park. Lake, at the Loeb Boathouse. Between 75th and 76th Streets and between 5th and 6th Avenues",40.7755,-73.9684
46b3cf8b-19d1-454b-91a1-beb078a95d60,NY,2013,10,15,New York,New York Co.,"Central Park, Ramble, between 78th St and 79th St between 6th and 7th Avenues",40.7784,-73.9684
6da47b84-e220-4e84-aeec-95abc5290d3d,NY,2013,10,15,New York,New York Co.,"Central Park, Ramble, at NOAA weather station, between 78th St and 79th St and between 6th and 7th Avenues",40.779,-73.969
6da47b84-e220-4e84-aeec-95abc5290d3d,NY,2013,10,15,New York,New York Co.,"Central Park, Ramble, at NOAA weather station, between 78th St and 79th St and between 6th and 7th Avenues",40.779,-73.9692
7d271829-8f9a-4156-83f7-e39994623144,NY,2013,11,14,New York,New York Co.,"Central Park, Shakespeare and Delacorte, west of Belvedere Castle and E of Shakespeare Garden, slope on north side of 79th St transverse",40.7795,-73.9695
9098d93c-a1e7-4a4f-9108-777fe8c3f50c,NY,2015,5,20,New York,New York Co.,Central Park. Ramble. Between 75th and 76th Streets and between 6th and 7th Avenues,40.7772,-73.9697
7e653820-cdd6-4555-9ace-ccac3cc0f067,NY,2015,5,20,New York,New York Co.,Central Park. Ramble. Between 77th and 78th Streets and between 6th and 7th Avenues,40.7788,-73.97
7d271829-8f9a-4156-83f7-e39994623144,NY,2013,11,14,New York,New York Co.,"Central Park, Shakespeare and Delacorte, west of Belvedere Castle and E of Shakespeare Garden, slope on north side of 79th St transverse",40.7795,-73.97
f852fdf9-47c8-4598-be7d-bd4fbe6fb066,NY,2016,7,27,New York,New York Co.,"Central Park. Lake, at edge of lake just south of the ""Oven"". Between 74th and 75th Streets and between 6th and 7th Avenues",40.7759,-73.9703
7e653820-cdd6-4555-9ace-ccac3cc0f067,NY,2015,5,20,New York,New York Co.,Central Park. Ramble. Between 77th and 78th Streets and between 6th and 7th Avenues,40.7788,-73.9704
517fe97a-356a-42e4-94ec-0db966784567,NY,2016,6,22,New York,New York Co.,"Central Park. Sheep Meadow, northern edge. Between 70th and 71st Streets and between 6th and 7th Avenues",40.7742,-73.9739
517fe97a-356a-42e4-94ec-0db966784567,NY,2016,6,22,New York,New York Co.,"Central Park. Sheep Meadow, northern edge. Between 70th and 71st Streets and between 6th and 7th Avenues",40.7742,-73.974
ea370fc8-c65c-4a89-82d6-0c67127ffbcb,NY,2013,10,3,New York,New York Co.,"Central Park, Hallett Nature Sanctuary, between 61st and 62nd Sts and between 5th and 6th Avenues",40.7659,-73.9744
dde155ed-eb54-4ca8-a350-4f4d9a53e223,NY,2013,10,3,New York,New York Co.,"Central Park, Hallett Nature Sanctuary, between 61st and 62nd Sts and between 5th and 6th Avenues",40.7661,-73.9748
6556198b-3c8e-401e-b3ee-2efaf10681e2,NY,2013,10,3,New York,New York Co.,"Central Park, Hallett Nature Sanctuary, between 61st and 62nd Sts and between 5th and 6th Avenues",40.7662,-73.9748
6556198b-3c8e-401e-b3ee-2efaf10681e2,NY,2013,10,3,New York,New York Co.,"Central Park, Hallett Nature Sanctuary, between 61st and 62nd Sts and between 5th and 6th Avenues",40.7662,-73.975
448c7ae3-e8bc-49fc-a0ce-47eefed4c7f8,NY,2014,5,21,New York,New York Co.,"Central Park, Hallett Nature Sanctuary, between 59th and 60th Street, 6th Avenue",40.7669,-73.975
448c7ae3-e8bc-49fc-a0ce-47eefed4c7f8,NY,2014,5,21,New York,New York Co.,"Central Park, Hallett Nature Sanctuary, between 59th and 60th Street, 6th Avenue",40.7669,-73.975
e014068e-5f10-4b35-8493-bd382dab3719,NY,2015,6,3,New York,New York Co.,"Central Park. Hallett Nature Sanctuary, northwest corner. Between 61st and 62nd Streets and between 5th and 6th Avenues",40.7672,-73.9752
fd765a71-2bbf-417e-aca5-b9c67f1e6b2d,NY,2013,8,27,New York,New York Co.,"Central Park, Heckscher. W of the Heckscher Fields and S of the 65St Transverse, between 64th and 65th Sts and between Central Park West and Adam Clayton Powell Jr. Blvd.",40.7713,-73.9787
7e64941a-53d9-423c-99a5-4ac63695a00a,NY,1914,10,3,New York,Richmond Co.,S.I.,40.582,-74.1049
53a05981-a198-49fc-8b12-8abc8fae7d55,NY,1917,8,13,New York,Richmond Co.,Clove Lake,40.6188,-74.1098
b71c158d-1eca-4ff6-b166-f7e1d11e567c,NY,1914,9,11,New York,Richmond Co.,Oakwood,40.564,-74.116
7efd8baa-77ac-41d5-b65b-428d10faa5df,NY,1891,5,3,New York,Richmond Co.,Staten Island,40.574,-74.116
4c27cfe6-d067-44e4-be4c-5f6ec63e3e7d,NY,1891,5,3,New York,Richmond Co.,,40.574,-74.116
3a9f1b6a-ae7e-4f21-81c1-f9d22df84903,NY,,,,New York,Richmond Co.,,40.574,-74.116
7f3908d1-326e-4c67-8985-2de2b26b2862,NY,1891,11,8,New York,Richmond Co.,New Dorp,40.5726,-74.1161
20960f50-78d3-4637-9624-d8f10a63e66f,NY,1903,8,16,New York,Richmond Co.,Richmond,40.574,-74.1304
4231ae63-300f-44a9-839b-dec4bb2035c9,NY,1892,9,,New York,Richmond Co.,Watchogue,40.6164,-74.1406
1b03daa9-55d0-446c-b499-3b20aa9ff617,NY,1892,9,,New York,Richmond Co.,Watchogue,40.6164,-74.1406
80abcd37-a0e1-43f1-af17-69531f0ed2f8,NY,1894,5,10,New York,Richmond Co.,Watchogue,40.6164,-74.1406
9caaec93-fca2-45e4-8667-2c842ae50fbe,NY,1914,9,11,New York,Richmond Co.,Staten Island.,40.5639,-74.1462
7f209202-bae8-48ae-a1fe-3c6a8c065ae7,NY,1914,8,16,New York,Richmond Co.,Staten Island.,40.5639,-74.1462
290da0ab-399a-4e80-aac5-97de24788d9c,NY,1903,10,20,New York,Richmond Co.,,40.5639,-74.1462
deae749e-94e3-4f9e-9d9f-d0f1b2f1aeac,NY,1903,9,18,New York,Richmond Co.,,40.5639,-74.1462
c6de6629-e5d9-4489-9921-691fbf5178ed,NY,1902,9,21,New York,Richmond Co.,,40.5639,-74.1462
4fa9b67f-0204-4dba-a1bf-20b0030a8861,NY,,,,New York,Richmond Co.,,40.5639,-74.1462
eb3e61e1-4a43-46eb-98c1-0cc260ca3494,NY,1905,10,15,New York,Richmond Co.,,40.5639,-74.1462
0ea716b4-8552-4433-9966-5465c20d6cdb,NY,1905,10,15,New York,Richmond Co.,,40.5639,-74.1462
5261ca75-0f64-4b14-9357-528da8270736,NY,1905,10,15,New York,Richmond Co.,,40.5639,-74.1462
bf5a2fe5-29b1-4ba9-a6d1-c800f8930f5b,NY,1905,10,22,New York,Richmond Co.,,40.6323,-74.1651
93320a3d-b4b3-4d66-986b-3b8399cfc248,NY,1917,9,16,New York,Richmond Co.,Green Ridge,40.5612,-74.1699
2e3ac6f3-2775-4846-aafd-71400d0a5a32,NY,1870,8,6,New York,Richmond Co.,Huguenotte (Arbutus Lake),40.5232,-74.1781
dd0d75d0-5074-4f1d-8d96-ba27c9480fde,NY,2015,8,30,New York,Richmond Co.,"Staten Island. Fresh Kills Park. SSE of Victory Boulevard and E of Route 440, bordered on the south and east by tidal marsh",40.5876,-74.182
c00f5ac1-9b0b-4f94-bef6-199c7d7e4f11,NY,1904,8,10,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
72a3e17b-22ba-4c38-8eae-ec59fb0065da,NY,1904,5,21,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
60efdbe7-6c0d-4bc9-a084-808336a06f92,NY,1905,5,14,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
21383c9a-af0f-472c-9880-abbff3dcaf9d,NY,1904,5,14,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
f9899307-d8ed-4b49-86b3-e8fd91766de1,NY,1922,10,28,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
e17ae29d-1c96-44c5-8659-79b5e558ea52,NY,1922,10,28,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
277dd1b1-1dcb-4208-a771-9947a48d7018,NY,1922,10,28,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
fec0c265-0eea-4a85-963e-bb7ffd1709c0,NY,1922,10,28,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
c53b230f-a1ee-4013-915f-c41340572a93,NY,1905,9,24,New York,Richmond Co.,NSW of No. 3. Richmond Valley,40.5201,-74.2293
0159418c-da59-4fb6-abcb-29e74fef5803,NY,1920,11,12,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
68fedf7d-9933-407f-96a4-551a85c74df2,NY,1905,10,22,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
c45f2fdd-a424-4b98-a42f-607d55f31f4e,NY,1905,10,22,New York,Richmond Co.,East of No. 1. Richmond Valley,40.5201,-74.2293
7c74dcfc-b7e5-495c-a3f5-53f3c057e88f,NY,1903,10,4,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
3ef1fda8-8bc8-4010-9e82-f36fd226e21f,NY,1922,10,28,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
482243dd-568e-4fc6-b62c-8726abdc44a5,NY,1905,10,22,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293
a61a939e-d935-49fe-9946-b42ea4b3c670,NY,1884,5,11,New York,Richmond Co.,,40.5085,-74.2395
05243988-c15b-4447-9110-0857515cfc69,NY,,,,New York,Richmond Co.,,40.5085,-74.2395
d677d232-31c1-47c5-b408-52f60403aa03,NY,1888,9,22,New York,Richmond Co.,Tottenville,40.5085,-74.2395
67f2beba-d7b0-4882-9c97-49ed01c96b09,NY,,,,New York,Richmond Co.,,40.5085,-74.2395
28770c1d-8dcb-4f7b-a9e2-7060ae5ef391,NY,1888,9,22,New York,Richmond Co.,,40.5085,-74.2395
bccb942f-8329-4f4e-8ae4-1b367830f1f9,NY,1890,8,2,New York,Richmond Co.,vicinity of Tottenville,40.5112,-74.2493
108bd0ac-65c0-4aca-9be4-217a89f4d8ea,NY,,,,New York,Bronx Co.,"Arboretum, New York Botanical Garden",,
