occurrenceID,institutionCode,basisOfRecord,catalogNumber,recordedBy,recordNumber,year,month,day,continent,country,stateProvince,county,locality,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,Origin,identifiedBy,yearIdentified,dcterms:references,associatedMedia,Notes,Herbivory Avg,Leaf 1,Leaf 2,Leaf 3,Leaf 4,Leaf 5,Leaf 6,Leaf 7,Leaf 8,Leaf 9,Leaf 10
0b80ba5d-3bc3-4322-aa05-bcd5536bb454,NY,PreservedSpecimen,2557172,G. T. Hastings,s.n.,1936,8,22,North America,United States of America,New York,,Riverside Drive near 99th st.,,,,,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2799630,,,0.8,0,8,0,0,0,0,0,0,0,0
d228e232-e771-473b-a283-8d7f06f9471e,NY,PreservedSpecimen,2557209,J. Hartling,42286,,,,North America,United States of America,New York,Bronx Co.,"Arboretum, New York Botanical Garden",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2799671,,,0.7,0,2,0,0,0,0,0,0,5,0
7e653820-cdd6-4555-9ace-ccac3cc0f067,NY,PreservedSpecimen,2549584,D. E. Atha,15084,2015,5,20,North America,United States of America,New York,New York Co.,Central Park. Ramble. Between 77th and 78th Streets and between 6th and 7th Avenues,40.7788,-73.9704,GPS,,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,D. E. Atha,2016,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2913741,,,0,0,0,0,0,0,0,0,0,0,0
42654a65-98c1-4a5f-a32d-ed51b02b18b3,NY,PreservedSpecimen,2549729,J. Aloian,16,2015,6,14,North America,United States of America,New York,Bronx Co.,"Grounds of the New York Botanical Garden, Near circular fountain by the Visitor Center",40.8578,-73.8817,,,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2939032,,,2.4,0,0,0,7,0,16,1,0,0,0
09674aa5-2a3f-49cd-a837-72031c468605,NY,PreservedSpecimen,2549728,J. Aloian,16,2015,6,14,North America,United States of America,New York,Bronx Co.,"Grounds of the New York Botanical Garden, Near circular fountain by the Visitor Center",40.8578,-73.8817,,,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2949282,,,1.111111111,0,1,0,0,0,2,4,0,3,
f7e182d7-a5c1-46be-9c91-c18cf732d6b3,NY,PreservedSpecimen,2557182,M. H. Nee,56411,2009,6,22,North America,United States of America,New York,Bronx Co.,"at Metro North railroad station on Kazimiroff Drive, in park opposite entrance to New York Botanical Garden",40.8672,-73.8806,,,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2799643,http://sweetgum.nybg.org/images3/1978/331/02557182.jpg,GALLS,0.1,0,0,0,1,0,0,0,0,0,0
ed5a05e2-e56c-40ec-9c3f-3bf841ba2300,NY,PreservedSpecimen,2557183,M. H. Nee,56412,2009,6,22,North America,United States of America,New York,Bronx Co.,"Botanical Garden, between the main building and Kazimiroff Drive and end of Mosholu Parkway",40.8672,-73.8794,,,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2799644,http://sweetgum.nybg.org/images3/1978/332/02557183.jpg,,0,0,0,0,0,0,0,0,0,0,0
def6a38c-04f7-4036-b1f9-a00641c5e170,NY,PreservedSpecimen,2557184,M. H. Nee,56441,2009,8,4,North America,United States of America,New York,Bronx Co.,campus of Lehman College,40.8739,-73.8922,,,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2799645,http://sweetgum.nybg.org/images3/1978/333/02557184.jpg,GALLS I think,0.2,0,0,1,1,0,0,0,0,0,0
1cea9b14-f365-4b4a-8c93-b25a0cd53607,NY,PreservedSpecimen,2557211,G. V. Nash,2679,,,,North America,United States of America,New York,Bronx Co.,"Arboretum, New York Botanical Garden",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2799673,,,3.7,0,0,0,3,14,11,0,8,0,1
802a9fa4-321e-4c9b-a4dd-e738e88951d3,NY,PreservedSpecimen,2557212,G. V. Nash,1884,,,,North America,United States of America,New York,Bronx Co.,"Arboretum, New York Botanical Garden",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Malvales,Malvaceae,Tilia,cordata,,Tilia cordata,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2799674,,,5.8,24,0,2,17,7,5,0,1,1,1
297f83ab-1919-4859-aeb1-8725cbd3cb30,NY,PreservedSpecimen,2487627,J. Hartling,33099,,,,North America,United States of America,New York,Bronx Co.,"Arboretum, New York Botanical Garden",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704932,http://sweetgum.nybg.org/images3/1743/430/02487627.jpg,,0.555555556,0,0,2,0,0,0,0,2,1,
1e395bad-46ff-43ba-af02-1251f711b511,NY,PreservedSpecimen,2487619,T. J. Delendick,76.854,1976,6,2,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704924,http://sweetgum.nybg.org/images3/1743/422/02487619.jpg,,1,0,2,,,,,,,,
6294f6f5-d6a1-434c-b3b1-627e55c5fa35,NY,PreservedSpecimen,2487651,T. J. Delendick,76.835,1976,5,31,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704956,http://sweetgum.nybg.org/images3/1743/454/02487651.jpg,,1.5,2,1,,,,,,,,
e91d4422-a8a7-43e3-bb9f-92f4f11bfcb3,NY,PreservedSpecimen,2487522,T. J. Delendick,1080 & 1080A,1973,11,10,North America,United States of America,New York,Bronx Co.,along Mosholu Parkway,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704827,http://sweetgum.nybg.org/images3/1743/342/02487522.jpg,,0.666666667,1,1,0,,,,,,,
cb391417-30ff-4d57-a643-b50cc023fb65,NY,PreservedSpecimen,2450092,D. E. Atha,14492,2014,6,3,North America,United States of America,New York,New York Co.,"Central Park, Mount, Compost Area. Between 104th and 105th Sts and between 5th and 6th Aves",40.794,-73.9543,GPS,25,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,D. E. Atha,2015,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2643316,http://sweetgum.nybg.org/images3/1648/846/02450092.jpg,,0.375,1,0,0,0,0,0,0,2,,
eb9fcfb9-ec2b-4887-b13a-7dfc64b8c5f2,NY,PreservedSpecimen,2487621,T. J. Delendick,76.854,1976,6,2,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704926,http://sweetgum.nybg.org/images3/1743/424/02487621.jpg,,0,0,0,0,,,,,,,
76372032-01b3-464b-ab5e-1f6bfc913193,NY,PreservedSpecimen,2487625,T. J. Delendick,76.854,1976,6,2,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704930,http://sweetgum.nybg.org/images3/1743/428/02487625.jpg,,0,0,0,0,,,,,,,
16a9a131-69bd-4ed8-94a3-8174640abf68,NY,PreservedSpecimen,2487605,T. J. Delendick,"761,515",1976,10,16,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704910,http://sweetgum.nybg.org/images3/1813/695/02487605.jpg,,3.714285714,0,0,0,21,5,0,0,,,
20e7ae40-1415-4f5f-b123-9e04b4c3537d,NY,PreservedSpecimen,2487599,G. V. Nash,1944,,,,North America,United States of America,New York,,The New York Botanical Garden Nursery,,,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704904,,,4.333333333,0,0,1,2,20,3,,,,
41249b0b-0380-400f-8543-5125fb3e316f,NY,PreservedSpecimen,2487649,T. J. Delendick,76.835,1976,5,31,North America,United States of America,New York,Bronx Co.,Corner of Mosholu Pkway. and Southern Blvd.,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides,Non-native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704954,http://sweetgum.nybg.org/images3/1743/452/02487649.jpg,,1,4,0,1,0,0,,,,,
490999a9-266f-4c7e-8f12-e1c37be34f6b,NY,PreservedSpecimen,2487985,J. Hartling,46136,,,,North America,United States of America,New York,,New York Botanical Garden Arboretum,,,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2707129,http://sweetgum.nybg.org/images3/1813/923/02487985.jpg,,3.666666667,0,14,5,0,0,3,11,0,0,
c3084897-1dd2-4652-b3de-42a8deb2f3fe,NY,PreservedSpecimen,2488340,W. C. Ferguson,1834,1922,9,14,North America,United States of America,New York,Queens Co.,Long Island,40.7494,-73.9023,"Georeferencing Quick Reference Guide, Version 2012",1251.57,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2707716,http://sweetgum.nybg.org/images3/1763/150/02488340.jpg,,0.6,1,0,1,1,0,3,0,0,0,0
73d60080-86fe-4d08-bede-f01bc9b5f886,NY,PreservedSpecimen,2487892,T. J. Delendick,"78,212",1978,5,21,North America,United States of America,New York,Bronx Co.,"N of The New York Botanical Garden, along Bronx River",40.8568,-73.8754,GEOLocate Web Application,2289,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2706990,http://sweetgum.nybg.org/images3/1813/830/02487892.jpg,,0.833333333,4,0,0,0,1,0,,,,
fd3a4fb5-19f7-4e6d-a2cc-3a89c277f4dc,NY,PreservedSpecimen,2377732,C. C. Curtis,s.n.,1902,5,10,North America,United States of America,New York,Bronx Co.,Bronx Park,40.861,-73.8768,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,D. E. Atha,2015,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2618191,http://sweetgum.nybg.org/images3/4255/909/02377732.jpg,,11.4,5,2,3,45,2,,,,,
d4c6025e-a456-4939-b984-c7b937610a46,NY,PreservedSpecimen,2488345,K. R. Boynton,s.n.,,,,North America,United States of America,New York,Bronx Co.,Wild. N.Y.B.G.,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2707721,http://sweetgum.nybg.org/images3/1763/155/02488345.jpg,,1.2,4,0,0,0,2,,,,,
526c52ac-2b5f-4bd4-b052-110accc760c8,NY,PreservedSpecimen,2488008,Collector unspecified,s.n.,1912,9,25,North America,United States of America,New York,,"Tree E of Museum Building, NYBG",,,Georeferencing Quick Reference Guide (Zermoglio et,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2707153,http://sweetgum.nybg.org/images3/1813/946/02488008.jpg,,1.625,3,1,4,2,0,0,2,1,,
6478ac6f-cc00-43d1-9b04-4377230686d9,NY,PreservedSpecimen,2487986,G. V. Nash,2816,,,,North America,United States of America,New York,,New York Botanical Garden Nursery,,,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2707130,,,7.1,23,3,2,0,0,0,0,0,4,39
6556198b-3c8e-401e-b3ee-2efaf10681e2,NY,PreservedSpecimen,2236141,D. E. Atha,14141,2013,10,3,North America,United States of America,New York,New York Co.,"Central Park, Hallett Nature Sanctuary, between 61st and 62nd Sts and between 5th and 6th Avenues",40.7662,-73.9748,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,D. E. Atha,2013,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2391952,http://sweetgum.nybg.org/images3/1307/339/02236141.jpg,,5.5,8,0,0,3,15,5,2,4,18,0
4bdfdc77-5edb-40e7-b7d4-ba8d9c38a943,NY,PreservedSpecimen,2377731,H. N. Moldenke,s.n.,1939,6,16,North America,United States of America,New York,Bronx Co.,Bronx Park. The New York Botanical Garden. In native woods,40.8568,-73.8754,GEOLocate Web Application,2289,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,D. E. Atha,2015,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2618190,http://sweetgum.nybg.org/images3/4257/325/02377731.jpg,,0.9,1,3,0,0,0,2,0,3,0,0
5f1b6843-aa3c-497b-94ac-e08ec421cae7,NY,PreservedSpecimen,2377728,T. J. Delendick,1097 & 1097A,1973,11,13,North America,United States of America,New York,Bronx Co.,at The New York Botanical Garden,40.8568,-73.8754,GEOLocate Web Application,2289,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,rubrum,,Acer rubrum,Native,D. E. Atha,2015,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2618175,http://sweetgum.nybg.org/images3/4257/563/02377728.jpg,,5.857142857,3,1,4,0,5,1,27,,,
