occurrenceID,institutionCode,basisOfRecord,catalogNumber,recordedBy,recordNumber,year,month,day,continent,country,stateProvince,county,locality,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,identifiedBy,yearIdentified,dcterms:references,associatedMedia,Origin,Gall Presence (Y/N),Checked By,Notes,Total Galls,Gall Species 1,Number 1,Gall Species 2,Number 2,Gall Species 3,Number 3
dc9a5efc-b71f-45f8-86d5-d4617f7f1e24,NY,PreservedSpecimen,1088087,D. E. Atha,6987,2009,4,27,North America,United States of America,New York,Bronx Co.,"The New York Botanical Garden, central section of the Garden, west of the Bronx River",40.8637,-73.8798,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,rubra,,Quercus rubra L.,D. E. Atha,2009,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237188,https://sweetgum.nybg.org/images3/613/191/01088087.jpg,Native,N,LE,,0,,,,,,
47fe8a81-c860-4336-8711-95e78b58ed87,NY,PreservedSpecimen,1116184,D. E. Atha,8084,2009,8,26,North America,United States of America,New York,Bronx Co.,New York City. Grounds of The New York Botanical Garden. S of Waring Ave and E of the Bronx River.,40.8575,-73.8735,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,rubra,,Quercus rubra L.,D. E. Atha,2009,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278598,https://sweetgum.nybg.org/images3/613/217/01116184.jpg,Native,N,LE,,0,,,,,,
f78cc62d-83fc-47c4-9674-b5e35a28765a,NY,PreservedSpecimen,2844251,C. Zeitlin,11,2016,11,6,North America,United States of America,New York,Bronx Co.,Grounds of the New York Botanical Garden. Watson Buildingnorth end. North of and adjacent to the intersection of Magnolia Way and the service drive,40.8669,-73.8778,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,rubra,,Quercus rubra L.,C. Zeitlin,2016,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3188999,https://sweetgum.nybg.org/images3/2293/877/02844251.jpg,Native,N,LE,,0,,,,,,
7e64941a-53d9-423c-99a5-4ac63695a00a,NY,PreservedSpecimen,1464169,C. A. Hollick,s.n.,1914,10,3,North America,United States of America,New York,Richmond Co.,S.I.,40.582,-74.1049,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,stellata,,Quercus stellata Wangenh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1696396,http://sweetgum.nybg.org/images3/615/953/01464169.jpg,Native,N,LE,,0,,,,,,
7f3908d1-326e-4c67-8985-2de2b26b2862,NY,PreservedSpecimen,1464173,Herbarium of Miss Anna Murray Vail,s.n.,1891,11,8,North America,United States of America,New York,Richmond Co.,New Dorp,40.5726,-74.1161,"Georeferencing Quick Reference Guide, Version 2012",995.569,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,stellata,,Quercus stellata Wangenh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1696400,http://sweetgum.nybg.org/images3/615/957/01464173.jpg,Native,N,LE,,0,,,,,,
c6de6629-e5d9-4489-9921-691fbf5178ed,NY,PreservedSpecimen,1464318,C. C. Curtis,s.n.,1902,9,21,North America,United States of America,New York,Richmond Co.,,40.5639,-74.1462,GEOLocate Web Application,12434,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,stellata,,Quercus stellata Wangenh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1696566,http://sweetgum.nybg.org/images3/616/099/01464318.jpg,Native,N,LE,,0,,,,,,
84c0c6ba-4e67-4c24-9fc1-08501893918c,NY,PreservedSpecimen,1463930,E. H. Day,s.n.,1876,5,21,North America,United States of America,New York,Bronx Co.,Spuyten Duyvel,40.8811,-73.9166,"Georeferencing Quick Reference Guide, Version 2012",719.569,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693206,http://sweetgum.nybg.org/images3/615/715/01463930.jpg,Native,N,LE,,0,,,,,,
0591598a-5892-4a84-816e-d3c31b0a73bd,NY,PreservedSpecimen,1463934,L. C. M. Croizat,s.n.,1936,10,,North America,United States of America,New York,Queens Co.,Kissena Park,40.7654,-73.8174,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693210,http://sweetgum.nybg.org/images3/615/719/01463934.jpg,Native,N,LE,,0,,,,,,
dd6611f6-90a9-4b36-a396-51186baacb3f,NY,PreservedSpecimen,1463937,J. V. Monachino,414,1937,10,31,North America,United States of America,New York,Queens Co.,,40.6161,-73.8237,GEOLocate Web Application,22050,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693213,http://sweetgum.nybg.org/images3/615/722/01463937.jpg,Native,N,LE,seedling,0,,,,,,
7736e3eb-31cc-4639-8bde-0583f935419f,NY,PreservedSpecimen,1463951,E. S. Burgess,s.n.,,,,North America,United States of America,New York,Richmond Co.,"Staten Island, NYC",,,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693227,http://sweetgum.nybg.org/images3/615/735/01463951.jpg,Native,N,LE,,0,,,,,,
3aa992a6-5188-44f3-862f-af7d7f4d4bca,NY,PreservedSpecimen,1463955,P. Wilson,s.n.,,,,North America,United States of America,New York,Queens Co.,N.Y. Parental School,40.7354,-73.8171,"Georeferencing Quick Reference Guide, Version 2012",202.569,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693231,http://sweetgum.nybg.org/images3/615/739/01463955.jpg,Native,N,LE,,0,,,,,,
3637be58-094b-470e-8ce5-ecee397f39bb,NY,PreservedSpecimen,1463702,Collector unspecified,s.n.,1934,6,13,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Spath",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1692964,http://sweetgum.nybg.org/images3/830/656/01463702.jpg,Native,N,LE,,0,,,,,,
d5ce2e48-ba15-4ad2-af60-b2d5065c5350,NY,PreservedSpecimen,1463806,M. H. Nee,33268,1986,10,10,North America,United States of America,New York,Bronx Co.,"Grounds of New York Botanical Garden, near the Museum Building",40.8568,-73.8754,GEOLocate Web Application,2289,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693075,http://sweetgum.nybg.org/images3/830/713/01463806.jpg,Native,N,LE,,0,,,,,,
e107aff1-5591-409e-b445-e193d58a788b,NY,PreservedSpecimen,1747831,M. H. Nee,59510,2012,10,30,North America,United States of America,New York,Bronx Co.,New York Botanical Garden,40.8672,-73.8775,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,M. H. Nee,2012,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2005973,http://sweetgum.nybg.org/images3/980/625/1747831.jpg,Native,N,LE,,0,,,,,,
a39ef3ba-a43b-44a3-8b62-b5b47456530d,NY,PreservedSpecimen,1463946,E. Yarrow,s.n.,1966,9,17,North America,United States of America,New York,Bronx Co.,The New York Botanical Garden. Native Plant Garden,40.8568,-73.8754,GEOLocate Web Application,2289,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693222,,Native,N,LE,,0,,,,,,
c33b0f18-14e1-4124-839e-71253c27ae36,NY,PreservedSpecimen,1463939,C. L. Gilly,302,1940,5,21,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Bronx Park",40.8627,-73.8759,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,S. D. Glenn,2001,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693215,,Native,N,LE,,0,,,,,,
79c5c887-ab2c-4a20-a9cd-ff1495691515,NY,PreservedSpecimen,1463952,H. Lund,s.n.,1933,7,20,North America,United States of America,New York,Bronx Co.,Pelham Bay Park,40.8699,-73.8029,GEOLocate Web Application,1825,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693228,,Native,N,LE,,0,,,,,,
6354f2ff-fb83-4558-b763-8609682c30e8,NY,PreservedSpecimen,1463953,C. L. Gilly,301,1940,5,21,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Bronx Park",40.8627,-73.8759,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693229,,Native,N,LE,scale bugs on right?,0,,,,,,
0b62caa5-2136-4384-b054-d36f3d28aa62,NY,PreservedSpecimen,1463945,G. V. Nash,584,1896,10,7,North America,United States of America,New York,Bronx Co.,Bronx Park,40.8565,-73.8771,"Georeferencing Quick Reference Guide, Version 2012",1771.57,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,velutina,,Quercus velutina Lam.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693221,,Native,N,LE,,0,,,,,,
4fa9b67f-0204-4dba-a1bf-20b0030a8861,NY,PreservedSpecimen,1483498,T. Morong,s.n.,,,,North America,United States of America,New York,Richmond Co.,,40.5639,-74.1462,GEOLocate Web Application,12434,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,brittoni,,Quercus x brittoni W.T.Davis,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721937,http://sweetgum.nybg.org/images3/547/848/01483498.jpg,Native,N,LE,,0,,,,,,
4231ae63-300f-44a9-839b-dec4bb2035c9,NY,PreservedSpecimen,1483500,W. J. Davis,s.n.,1892,9,,North America,United States of America,New York,Richmond Co.,Watchogue,40.6164,-74.1406,"Georeferencing Quick Reference Guide, Version 2012",959.059,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,brittoni,,Quercus x brittoni W.T.Davis,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721939,http://sweetgum.nybg.org/images3/547/850/01483500.jpg,Native,N,LE,,0,,,,,,
1b03daa9-55d0-446c-b499-3b20aa9ff617,NY,PreservedSpecimen,1483501,W. J. Davis,s.n.,1892,9,,North America,United States of America,New York,Richmond Co.,Watchogue,40.6164,-74.1406,"Georeferencing Quick Reference Guide, Version 2012",959.059,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,brittoni,,Quercus x brittoni W.T.Davis,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721940,http://sweetgum.nybg.org/images3/547/851/01483501.jpg,Native,N,LE,,0,,,,,,
80abcd37-a0e1-43f1-af17-69531f0ed2f8,NY,PreservedSpecimen,1483502,W. T. Davis,s.n.,1894,5,10,North America,United States of America,New York,Richmond Co.,Watchogue,40.6164,-74.1406,"Georeferencing Quick Reference Guide, Version 2012",959.059,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,brittoni,,Quercus x brittoni W.T.Davis,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721941,http://sweetgum.nybg.org/images3/547/852/01483502.jpg,Native,N,LE,,0,,,,,,
5e9abb0f-7b89-414c-9c42-7f5002c5a85b,NY,PreservedSpecimen,1484707,M. H. Nee,38617,1990,9,1,North America,United States of America,New York,Bronx Co.,"cultivated on the grounds of the New York Botanical Garden, N side of Museum building",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,hawkinsii,,Quercus x hawkinsii Sudw.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735237,http://sweetgum.nybg.org/images3/566/721/01484707.jpg,Native,N,LE,,0,,,,,,
277dd1b1-1dcb-4208-a771-9947a48d7018,NY,PreservedSpecimen,1471348,C. A. Hollick,4,1922,10,28,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1716450,http://sweetgum.nybg.org/images3/566/023/01471348.jpg,Native,N,LE,,0,,,,,,
fec0c265-0eea-4a85-963e-bb7ffd1709c0,NY,PreservedSpecimen,1471351,C. A. Hollick,3,1922,10,28,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1716453,http://sweetgum.nybg.org/images3/566/026/01471351.jpg,Native,N,LE,,0,,,,,,
ab0913e3-185c-42f2-82dd-0c38be382355,NY,PreservedSpecimen,1472047,D. T. MacDougal,218.b,1906,5,10,North America,United States of America,New York,Bronx Co.,N.Y.B.G.,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1725618,http://sweetgum.nybg.org/images3/566/455/01472047.jpg,Native,N,LE,,0,,,,,,
eb3e61e1-4a43-46eb-98c1-0cc260ca3494,NY,PreservedSpecimen,1472054,D. T. MacDougal,1,1905,10,15,North America,United States of America,New York,Richmond Co.,,40.5639,-74.1462,GEOLocate Web Application,12434,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1725642,http://sweetgum.nybg.org/images3/566/462/01472054.jpg,Native,N,LE,,0,,,,,,
6f408d9a-9528-4d01-b0c1-3b8688f7d554,NY,PreservedSpecimen,1472056,C. C. Curtis,2,1905,9,22,North America,United States of America,New York,Richmond Co.,NE of pumping station. Richmond Valley,,,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1725645,http://sweetgum.nybg.org/images3/566/464/01472056.jpg,Native,N,LE,potential scale bug on bottom right leaf,0,,,,,,
c53b230f-a1ee-4013-915f-c41340572a93,NY,PreservedSpecimen,1472065,C. C. Curtis,4,1905,9,24,North America,United States of America,New York,Richmond Co.,NSW of No. 3. Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1725662,http://sweetgum.nybg.org/images3/566/473/01472065.jpg,Native,N,LE,potential scale bug on center,0,,,,,,
0159418c-da59-4fb6-abcb-29e74fef5803,NY,PreservedSpecimen,1472067,C. S. Gager,s.n.,1920,11,12,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1725664,http://sweetgum.nybg.org/images3/566/475/01472067-01.jpg | http://sweetgum.nybg.org/images3/566/476/01472067-02.jpg,Native,N,LE,,0,,,,,,
67f2beba-d7b0-4882-9c97-49ed01c96b09,NY,PreservedSpecimen,1472951,C. A. Hollick,s.n.,,,,North America,United States of America,New York,Richmond Co.,,40.5085,-74.2395,"Georeferencing Quick Reference Guide, Version 2012",1603.42,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735247,http://sweetgum.nybg.org/images3/566/499/01472951.jpg,Native,N,LE,,0,,,,,,
28770c1d-8dcb-4f7b-a9e2-7060ae5ef391,NY,PreservedSpecimen,1472957,C. A. Hollick,s.n.,1888,9,22,North America,United States of America,New York,Richmond Co.,,40.5085,-74.2395,"Georeferencing Quick Reference Guide, Version 2012",1603.42,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735253,http://sweetgum.nybg.org/images3/566/505/01472957.jpg,Native,N,LE,,0,,,,,,
0ea716b4-8552-4433-9966-5465c20d6cdb,NY,PreservedSpecimen,1472978,D. T. MacDougal,2,1905,10,15,North America,United States of America,New York,Richmond Co.,,40.5639,-74.1462,GEOLocate Web Application,12434,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735394,http://sweetgum.nybg.org/images3/566/526/01472978.jpg,Native,N,LE,,0,,,,,,
5261ca75-0f64-4b14-9357-528da8270736,NY,PreservedSpecimen,1472979,D. T. MacDougal,4,1905,10,15,North America,United States of America,New York,Richmond Co.,,40.5639,-74.1462,GEOLocate Web Application,12434,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735395,http://sweetgum.nybg.org/images3/566/527/01472979.jpg,Native,N,LE,,0,,,,,,
c543f3ec-8974-4101-b9d3-487d4fbf82af,NY,PreservedSpecimen,1472980,Collector unknown,218.1,1906,5,10,North America,United States of America,New York,Bronx Co.,N.Y. Botanical Garden,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735396,http://sweetgum.nybg.org/images3/566/528/01472980.jpg,Native,N,LE,,0,,,,,,
fdfd4d7c-8b54-4ad9-af34-82fa5e1e3425,NY,PreservedSpecimen,1472986,C. A. Hollick,s.n.,1924,10,,North America,United States of America,New York,Bronx Co.,New York Botanical Garden,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735403,http://sweetgum.nybg.org/images3/566/534/01472986.jpg,Native,N,LE,,0,,,,,,
64c5645b-2abc-4923-872e-83d3e6c65552,NY,PreservedSpecimen,1472987,C. A. Hollick,s.n.,1924,10,,North America,United States of America,New York,Bronx Co.,New York Botanical Garden,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735404,http://sweetgum.nybg.org/images3/566/535/01472987.jpg,Native,N,LE,,0,,,,,,
a585045a-8793-4e20-b204-6fe42dc5494b,NY,PreservedSpecimen,1472998,Collector unknown,218.4,1906,5,10,North America,United States of America,New York,Bronx Co.,N.Y.B.G.,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735416,http://sweetgum.nybg.org/images3/566/544/01472998.jpg,Native,N,LE,,0,,,,,,
0faa4c68-8d5f-41a3-bf5e-06738bba71a7,NY,PreservedSpecimen,1472999,Collector unknown,218.3,1906,5,10,North America,United States of America,New York,Bronx Co.,N.Y.B.G.,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735417,http://sweetgum.nybg.org/images3/566/545/01472999.jpg,Native,N,LE,,0,,,,,,
057a185f-57a7-4975-9c12-caa7825d43a4,NY,PreservedSpecimen,1473000,Collector unknown,218.2,1906,5,10,North America,United States of America,New York,Bronx Co.,N.Y. Bot. Garden,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735418,http://sweetgum.nybg.org/images3/566/546/01473000.jpg,Native,N,LE,,0,,,,,,
68fedf7d-9933-407f-96a4-551a85c74df2,NY,PreservedSpecimen,1473002,C. C. Curtis,4,1905,10,22,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735420,http://sweetgum.nybg.org/images3/566/548/01473002.jpg,Native,N,LE,,0,,,,,,
c45f2fdd-a424-4b98-a42f-607d55f31f4e,NY,PreservedSpecimen,1473003,C. C. Curtis,2,1905,10,22,North America,United States of America,New York,Richmond Co.,East of No. 1. Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735421,http://sweetgum.nybg.org/images3/566/549/01473003.jpg,Native,N,LE,,0,,,,,,
53a05981-a198-49fc-8b12-8abc8fae7d55,NY,PreservedSpecimen,1473013,C. A. Hollick,s.n.,1917,8,13,North America,United States of America,New York,Richmond Co.,Clove Lake,40.6188,-74.1098,GEOLocate Web Application,479,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735431,http://sweetgum.nybg.org/images3/566/559/01473013.jpg,Native,N,LE,,0,,,,,,
7c74dcfc-b7e5-495c-a3f5-53f3c057e88f,NY,PreservedSpecimen,1473014,P. Dowell,2715,1903,10,4,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735432,http://sweetgum.nybg.org/images3/566/560/01473014.jpg,Native,N,LE,,0,,,,,,
f1cd2922-6916-4685-9d9f-44ac6fae6d47,NY,PreservedSpecimen,1473016,D. T. MacDougal,218.b,1906,5,10,North America,United States of America,New York,Bronx Co.,N.Y.B.G.,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,heterophylla,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735434,http://sweetgum.nybg.org/images3/566/562/01473016.jpg,Native,N,LE,,0,,,,,,
3ef1fda8-8bc8-4010-9e82-f36fd226e21f,NY,PreservedSpecimen,1362948,C. A. Hollick,s.n.,1922,10,28,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1681135,http://sweetgum.nybg.org/images3/563/062/01362948.jpg,Native,N,LE,heterophylla,0,,,,,,
482243dd-568e-4fc6-b62c-8726abdc44a5,NY,PreservedSpecimen,1362950,C. C. Curtis,3,1905,10,22,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,,,Quercus x heterophylla Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1681137,http://sweetgum.nybg.org/images3/563/064/01362950.jpg,Native,N,LE,heterophylla,0,,,,,,
4d7d0901-59ea-4454-8b4d-abc0b3117fb5,NY,PreservedSpecimen,1470473,M. M. Graff,s.n.,1976,6,4,North America,United States of America,New York,New York Co.,"Central Park, Southeast corner of the Swedish School House on the west side of Central Park roughly in line with 80th Street",40.6639,-73.9383,GEOLocate Web Application,14542,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,leana,,Quercus x leana Nutt.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1713935,http://sweetgum.nybg.org/images3/565/156/01470473.jpg,Native,N,LE,,0,,,,,,
6c96b2b8-d9a8-4be9-8da0-94c6c73ea7e8,NY,PreservedSpecimen,1473028,D. T. MacDougal,217.3,1906,5,10,North America,United States of America,New York,Bronx Co.,New York Botanical Garden,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,rudkinii,,Quercus x rudkinii Britton,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735588,http://sweetgum.nybg.org/images3/612/351/01473028.jpg,Native,N,LE,,0,,,,,,
80e4f760-2fba-43d8-8bc6-0eb157f016ed,NY,PreservedSpecimen,1473029,D. T. MacDougal,217.3,1906,5,10,North America,United States of America,New York,Bronx Co.,N.Y. Bot. Gard.,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,rudkinii,,Quercus x rudkinii Britton,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735589,http://sweetgum.nybg.org/images3/612/352/01473029.jpg,Native,N,LE,,0,,,,,,
ef1877b8-5b21-445f-b287-e4ed28edc59f,NY,PreservedSpecimen,1473030,D. T. MacDougal,217.1,1906,5,10,North America,United States of America,New York,Bronx Co.,N.Y.B.G.,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,rudkinii,,Quercus x rudkinii Britton,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735590,http://sweetgum.nybg.org/images3/612/353/01473030.jpg,Native,N,LE,,0,,,,,,
f9ce8acb-8b75-48ec-a7c8-e78bb4e1b6ea,NY,PreservedSpecimen,1473031,D. T. MacDougal,217.2,1906,5,10,North America,United States of America,New York,Bronx Co.,N.Y.B.G.,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,rudkinii,,Quercus x rudkinii Britton,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1735591,http://sweetgum.nybg.org/images3/612/354/01473031.jpg,Native,N,LE,,0,,,,,,
89ea4a77-e4a1-4ba1-9850-70ec516291ee,NY,PreservedSpecimen,1464954,J. Hartling,3968,,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,rudkinii,,Quercus x rudkinii Britton,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1703399,http://sweetgum.nybg.org/images3/616/529/01464954.jpg,Native,N,LE,,0,,,,,,
