occurrenceID,institutionCode,basisOfRecord,catalogNumber,recordedBy,recordNumber,year,month,day,continent,country,stateProvince,county,locality,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,identifiedBy,yearIdentified,dcterms:references,associatedMedia,Origin,Gall Presence (Y/N),Checked By,Notes,Total Galls,Gall Species 1,Number 1,Gall Species 2,Number 2,Gall Species 3,Number 3
20960f50-78d3-4637-9624-d8f10a63e66f,NY,PreservedSpecimen,1483326,C. C. Curtis,s.n.,1903,8,16,North America,United States of America,New York,Richmond Co.,Richmond,40.574,-74.1304,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721716,http://sweetgum.nybg.org/images3/547/678/01483326.jpg,Native,N,LE,,0,,,,,,
6902e950-ff55-4681-a0e5-46bea99d8dcd,NY,PreservedSpecimen,1483327,C. C. Curtis,s.n.,1901,5,30,North America,United States of America,New York,Bronx Co.,Jerome Ave.,40.8656,-73.8989,"Georeferencing Quick Reference Guide, Version 2012",4881.57,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721717,http://sweetgum.nybg.org/images3/547/679/01483327.jpg,Native,N,LE,,0,,,,,,
9308412d-2d1b-461d-8439-d10f083e090b,NY,PreservedSpecimen,1483376,E. G. Britton,,1886,10,9,North America,United States of America,New York,Richmond Co.,Staten Island. North of Arden,,,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721766,http://sweetgum.nybg.org/images3/547/728/01483376.jpg,Native,N,LE,,0,,,,,,
da1b499e-83e7-4248-b9cd-2206cf525878,NY,PreservedSpecimen,1483454,H. N. Moldenke,4564,1929,6,13,North America,United States of America,New York,Bronx Co.,New York Botanical Garden,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721871,http://sweetgum.nybg.org/images3/547/806/01483454.jpg,Native,N,LE,,0,,,,,,
32fd8ac5-7553-4f16-a6ae-cfab6f72a38b,NY,PreservedSpecimen,1483489,J. Hartling,1913,,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721906,http://sweetgum.nybg.org/images3/547/839/01483489.jpg,Native,N,LE,,0,,,,,,
be7f6e84-777c-4168-abbf-c114cb0037c4,NY,PreservedSpecimen,1138796,M. H. Nee,54318,2006,5,3,North America,United States of America,New York,Bronx Co.,Bronx. The New York Botanical Garden,40.8597,-73.8778,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,M. H. Nee,2006,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1738748,http://sweetgum.nybg.org/images3/549/145/01138796.jpg,Native,N,LE,,0,,,,,,
b3cd42cd-af8b-41a8-b246-cde72c6b8db8,NY,PreservedSpecimen,2456382,D. E. Atha,14732,2014,7,16,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, at the 97th St Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues",40.7916,-73.9629,GPS,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,D. E. Atha,2015,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686846,,Native,N,LE,,0,,,,,,
35e94cee-cabd-4490-9b5f-daedaf90acec,NY,PreservedSpecimen,1483278,H. N. Moldenke,4564,1929,6,13,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Bronx Park, New York City",40.8568,-73.8754,GEOLocate Web Application,2289,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721666,,Native,N,LE,,0,,,,,,
b3808218-13da-4488-beb2-559742b82fb6,NY,PreservedSpecimen,1483293,B. Meurer-Grimes,216,1993,5,6,North America,United States of America,New York,Bronx Co.,New York Botanical Garden. Intersection of Azalea Way and path to Bronx River Gate and Bronx Zoo,40.8568,-73.8754,GEOLocate Web Application,2289,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721681,,Native,N,LE,,0,,,,,,
97e090ad-b946-475d-959d-916ecd18b0a3,NY,PreservedSpecimen,1483328,C. L. Gilly,303,1940,5,22,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Bronx Park.",40.8568,-73.8754,GEOLocate Web Application,2289,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721718,,Native,N,LE,,0,,,,,,
90a1a50c-bc8a-497f-9e1c-d96504896a96,NY,PreservedSpecimen,3377029,D. E. Atha,16004,2018,5,30,North America,United States of America,New York,Bronx Co.,"New York City. New York Botanical Garden, west of the Bronx River and north of Stone Mill Road, between the Levy Visitor Center and the Library building.",40.864,-73.8795,,5,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3871783,,Native,N,LE,,0,,,,,,
4cafc427-6e35-4fc8-b01e-dae745520208,NY,PreservedSpecimen,1483277,G. V. Nash,83,1896,5,11,North America,United States of America,New York,Bronx Co.,Bronx Park,40.861,-73.8768,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721665,,Native,N,LE,,0,,,,,,
6ad76690-c480-4b2e-91a1-9fc63a18b9b9,NY,PreservedSpecimen,1483287,G. V. Nash,83,1896,5,11,North America,United States of America,New York,Bronx Co.,Bronx Park,40.861,-73.8768,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721675,,Native,N,LE,,0,,,,,,
e05dcb7f-a323-478f-9235-2693ba6d772d,NY,PreservedSpecimen,1483361,G. V. Nash,546,1896,9,30,North America,United States of America,New York,Bronx Co.,Bronx Park,40.861,-73.8768,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721751,,Native,N,LE,,0,,,,,,
49c075cc-0577-489b-82a9-03d2804e6ec7,NY,PreservedSpecimen,1483490,G. V. Nash,1913,,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,bicolor,,Quercus bicolor Willd.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721907,,Native,N,LE,,0,,,,,,
7e6b8984-6b95-45a6-8ae7-0f98d01e6e52,NY,PreservedSpecimen,248616,L. C. M. Croizat,s.n.,1936,8,31,North America,United States of America,New York,New York Co.,"Fort Washington Park, Manhattan.",40.8534,-73.9418,GEOLocate Web Application,1977,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,borealis,flabellata,Quercus borealis var. flabellata Croizat,Unspecified Determiner,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278700,http://sweetgum.nybg.org/images3/632/876/00248616.jpg,Native,N,LE,,0,,,,,,
fa8e451d-a8ea-41d4-b1d2-338455244fe0,NY,PreservedSpecimen,248617,L. C. M. Croizat,s.n.,1936,8,31,North America,United States of America,New York,New York Co.,"Fort Washington Park, Manhattan.",40.8534,-73.9418,GEOLocate Web Application,1977,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,borealis,flabellata,Quercus borealis var. flabellata Croizat,Unspecified Determiner,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278701,http://sweetgum.nybg.org/images3/636/382/00248617.jpg,Native,N,LE,,0,,,,,,
3ff02102-8f35-4f35-965b-78d9de107856,NY,PreservedSpecimen,248618,G. T. Hastings,s.n.,1936,6,,North America,United States of America,New York,New York Co.,"Ype tree, steep bank below Riverside Drive.",40.6639,-73.9383,GEOLocate Web Application,14542,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,borealis,flabellata,Quercus borealis var. flabellata Croizat,Unspecified Determiner,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278702,http://sweetgum.nybg.org/images3/636/383/00248618.jpg,Native,N,LE,,0,,,,,,
bf5a2fe5-29b1-4ba9-a6d1-c800f8930f5b,NY,PreservedSpecimen,1483767,C. C. Curtis,s.n.,1905,10,22,North America,United States of America,New York,Richmond Co.,,40.6323,-74.1651,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,coccinea,,Quercus coccinea Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1723315,http://sweetgum.nybg.org/images3/548/118/01483767.jpg,Native,N,LE,,0,,,,,,
0130fdb4-e5e8-43c2-a585-7e2d3cfd51fd,NY,PreservedSpecimen,1483772,W. H. Leggett,s.n.,1864,9,17,North America,United States of America,New York,Queens Co.,,40.6989,-73.7887,"Georeferencing Quick Reference Guide, Version 2012",2361.57,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,coccinea,,Quercus coccinea Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1723320,http://sweetgum.nybg.org/images3/548/123/01483772.jpg,Native,N,LE,,0,,,,,,
290da0ab-399a-4e80-aac5-97de24788d9c,NY,PreservedSpecimen,1483897,C. C. Curtis,s.n.,1903,10,20,North America,United States of America,New York,Richmond Co.,,40.5639,-74.1462,GEOLocate Web Application,12434,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,coccinea,,Quercus coccinea Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1723450,http://sweetgum.nybg.org/images3/548/248/01483897.jpg,Native,N,LE,,0,,,,,,
9665345d-49dd-4f19-8b11-f13cfb9dec8f,NY,PreservedSpecimen,2920911,D. E. Atha,15911,2016,12,14,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, northeast of Gothic Arch, south of the transverse road, between 95th and 96th Streets and between 6th and 7th Avenues",40.7893,-73.9604,GPS,25,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,coccinea,,Quercus coccinea Münchh.,D. E. Atha,2017,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3299716,,Native,N,LE,,0,,,,,,
b842a7f5-d674-45ba-b6fd-54bdeefc4f2d,NY,PreservedSpecimen,2844250,C. Zeitlin,10,2016,11,6,North America,United States of America,New York,Bronx Co.,"Grounds of the New York Botanical Garden. Watson Building NE corner, E corner of the intersection of Magnolia Way and the service drive adjacent to the Watson Building",40.8667,-73.8776,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,coccinea,,Quercus coccinea Münchh.,C. Zeitlin,2016,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3188992,,Native,N,LE,,0,,,,,,
7650526a-971d-4a30-8a52-12e9426b0589,NY,PreservedSpecimen,1471082,C. L. Gilly,305,1940,5,22,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Bronx Park",40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,ilicifolia,,Quercus ilicifolia Wangenh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1715800,http://sweetgum.nybg.org/images3/565/761/01471082.jpg,Native,N,LE,,0,,,,,,
167d299b-f0ba-422d-9fef-335647d7fd4a,NY,PreservedSpecimen,2844320,R. Alvarez,201620,2016,11,30,North America,United States of America,New York,New York Co.,"Central Park, North Woods, by the Andrew Haswell Green bench, between 105th and 106th Streets, between 5th and 6th Avenues",40.7949,-73.9544,GPS,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,ilicifolia,,Quercus ilicifolia Wangenh.,R. Alvarez,2016,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3020190,,Native,N,LE,,0,,,,,,
84033228-8a67-4047-85bf-3cf2f79f7c07,NY,PreservedSpecimen,1470909,C. L. Gilly,304,1940,5,22,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Bronx Park",40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,imbricaria,,Quercus imbricaria Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1714755,http://sweetgum.nybg.org/images3/565/590/01470909.jpg,Native,N,LE,,0,,,,,,
39cab5e8-24b4-47c0-a547-d9166443e5f1,NY,PreservedSpecimen,1087276,D. E. Atha,6801,2008,9,22,North America,United States of America,New York,Bronx Co.,"The New York Botanical Garden, NW entrance of herbarium building",40.8674,-73.8787,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,imbricaria,,Quercus imbricaria Michx.,D. E. Atha,2008,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1199529,,Native,N,LE,,0,,,,,,
43e70fd4-33a7-402d-81d5-252018bea229,NY,PreservedSpecimen,1470806,G. V. Nash,2575,1903,9,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arb.",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,imbricaria,,Quercus imbricaria Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1714588,,Native,N,LE,,0,,,,,,
5d234363-1205-4bac-b0de-54fa433cd9a9,NY,PreservedSpecimen,1362940,G. V. Nash,2571,,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,,,Quercus L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1681127,,Native,N,LE,"unknown, iNaturalist points to macrocarpa/bicolor",0,,,,,,
05c05e70-b2ab-4948-acd0-198eabdccec0,NY,PreservedSpecimen,1844506,E. Roy,114,1988,9,19,North America,United States of America,New York,Bronx Co.,"Grounds of The New York Botanical Garden, Forest Grid Number 104",40.8631,-73.8765,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,macrocarpa,,Quercus macrocarpa Michx.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1247369,http://sweetgum.nybg.org/images3/1523/048/01844506.jpg,Native,N,LE,,0,,,,,,
fabf8139-1d32-4495-9506-f87df2969da1,NY,PreservedSpecimen,1844507,E. Roy,114,1988,9,19,North America,United States of America,New York,Bronx Co.,"Grounds of The New York Botanical Garden, Forest Grid Number 104",40.8631,-73.8765,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,macrocarpa,,Quercus macrocarpa Michx.,D. E. Atha,2014,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1247370,http://sweetgum.nybg.org/images3/1523/049/01844507.jpg,Native,N,LE,,0,,,,,,
f852fdf9-47c8-4598-be7d-bd4fbe6fb066,NY,PreservedSpecimen,2688686,D. E. Atha,15686,2016,7,27,North America,United States of America,New York,New York Co.,"Central Park. Lake, at edge of lake just south of the ""Oven"". Between 74th and 75th Streets and between 6th and 7th Avenues",40.7759,-73.9703,GPS,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,macrocarpa,,Quercus macrocarpa Michx.,D. E. Atha,2016,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979254,http://sweetgum.nybg.org/images3/2175/876/02688686.jpg,Native,N,LE,,0,,,,,,
191c2a95-e4a8-4966-bd76-a9d64dc31d38,NY,PreservedSpecimen,1470159,M. H. Nee,55891,2008,7,28,North America,United States of America,New York,Bronx Co.,"woods along Bronx River just upstream from New York Botanical Garden, formerly part of the New York Botanical Garden grounds. At west end of footbridge over the Bronx River",40.8719,-73.8731,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,macrocarpa,,Quercus macrocarpa Michx.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1711040,http://sweetgum.nybg.org/images3/564/849/01470159.jpg,Native,N,LE,,0,,,,,,
e3ec6d51-07a4-403a-8d03-9a5edc594dd5,NY,PreservedSpecimen,1400393,D. E. Atha,7663,2009,6,30,North America,United States of America,New York,Bronx Co.,"Grounds of The New York Botanical Garden, W of the Bronx River and N of Waring Ave",40.8655,-73.8804,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,macrocarpa,,Quercus macrocarpa Michx.,D. E. Atha,2009,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1255051,,Native,N,LE,,0,,,,,,
c00f5ac1-9b0b-4f94-bef6-199c7d7e4f11,NY,PreservedSpecimen,1469806,C. C. Curtis,s.n.,1904,8,10,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,marilandica,,Quercus marilandica Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1710288,http://sweetgum.nybg.org/images3/564/558/01469806.jpg,Native,N,LE,,0,,,,,,
72a3e17b-22ba-4c38-8eae-ec59fb0065da,NY,PreservedSpecimen,1469807,C. C. Curtis,s.n.,1904,5,21,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,marilandica,,Quercus marilandica Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1710289,http://sweetgum.nybg.org/images3/564/559/01469807.jpg,Native,N,LE,,0,,,,,,
a61a939e-d935-49fe-9946-b42ea4b3c670,NY,PreservedSpecimen,1469889,N. L. Britton,s.n.,1884,5,11,North America,United States of America,New York,Richmond Co.,,40.5085,-74.2395,"Georeferencing Quick Reference Guide, Version 2012",1603.42,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,marilandica,,Quercus marilandica Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1710385,http://sweetgum.nybg.org/images3/564/597/01469889.jpg,Native,N,LE,,0,,,,,,
f9a522a0-0ce5-4d70-8380-1365f0b8f29a,NY,PreservedSpecimen,1469890,J. A. Bisky,s.n.,,,,North America,United States of America,New York,Queens Co.,Pine Island,,,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,marilandica,,Quercus marilandica Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1710386,http://sweetgum.nybg.org/images3/564/598/01469890.jpg,Native,N,LE,,0,,,,,,
0ad0d6b9-2938-47bd-9b4f-13d1bffa511d,NY,PreservedSpecimen,1469892,H. N. Moldenke,7369,1932,10,12,North America,United States of America,New York,Bronx Co.,in cultivation at the New York Botanical Garden,,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,marilandica,,Quercus marilandica Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1710388,http://sweetgum.nybg.org/images3/564/600/01469892.jpg,Native,N,LE,,0,,,,,,
ef0333b6-ab9c-468a-922f-96e5d7e8740a,NY,PreservedSpecimen,1469902,C. C. Curtis,s.n.,1905,10,22,North America,United States of America,New York,Richmond Co.,south of Arlington,,,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,marilandica,,Quercus marilandica Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1710399,http://sweetgum.nybg.org/images3/564/605/01469902.jpg,Native,N,LE,,0,,,,,,
deae749e-94e3-4f9e-9d9f-d0f1b2f1aeac,NY,PreservedSpecimen,1469903,C. C. Curtis,s.n.,1903,9,18,North America,United States of America,New York,Richmond Co.,,40.5639,-74.1462,GEOLocate Web Application,12434,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,marilandica,,Quercus marilandica Münchh.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1710400,http://sweetgum.nybg.org/images3/564/606/01469903.jpg,Native,N,LE,,0,,,,,,
dd0d75d0-5074-4f1d-8d96-ba27c9480fde,NY,PreservedSpecimen,2549822,D. E. Atha,15222,2015,8,30,North America,United States of America,New York,Richmond Co.,"Staten Island. Fresh Kills Park. SSE of Victory Boulevard and E of Route 440, bordered on the south and east by tidal marsh",40.5876,-74.182,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,marilandica,,Quercus marilandica Münchh.,D. E. Atha,2015,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935556,,Native,N,LE,,0,,,,,,
b343b76e-3f64-4dcd-b19c-bbefbda495a7,NY,PreservedSpecimen,2920890,D. E. Atha,15890,2016,10,29,North America,United States of America,New York,Kings Co.,"Brooklyn. Marine Park, southeast of the Salt Marsh Nature Center and Avenue U. Edge of unpaved road forming a border with grassland planted with Panicum virgatum",40.6041,-73.9277,GPS,25,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,marilandica,,Quercus marilandica Münchh.,D. E. Atha,2017,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3299402,,Native,N,LE,,0,,,,,,
886f57fc-b9a3-4fe3-8378-1cd0e5bced4c,NY,PreservedSpecimen,2844319,R. Alvarez,201619,2016,11,30,North America,United States of America,New York,New York Co.,"Central Park, North Woods, by the Andrew Haswell Green bench, between 105th and 106th Streets, between 5th and 6th Avenues",40.7949,-73.9544,GPS,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,,,Quercus marilandica Münchh. x Q. nigra L.,D. E. Atha; R. Alvarez,2017,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3020189,,Native,N,LE,,0,,,,,,
2e3ac6f3-2775-4846-aafd-71400d0a5a32,NY,PreservedSpecimen,1469541,W. H. Leggett,s.n.,1870,8,6,North America,United States of America,New York,Richmond Co.,Huguenotte (Arbutus Lake),40.5232,-74.1781,GEOLocate Web Application,255,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,michauxii,,Quercus michauxii Nutt.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1709861,http://sweetgum.nybg.org/images3/570/160/01469541.jpg,Native,N,LE,,0,,,,,,
12951266-f9b1-4ef6-9db6-6383758072c2,NY,PreservedSpecimen,1469542,E. P. Bicknell,3578,1891,9,20,North America,United States of America,New York,New York Co.,West shore of Harlem [Riv.],,,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,michauxii,,Quercus michauxii Nutt.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1709862,http://sweetgum.nybg.org/images3/570/161/01469542.jpg,Native,N,LE,,0,,,,,,
60efdbe7-6c0d-4bc9-a084-808336a06f92,NY,PreservedSpecimen,1469552,C. C. Curtis,s.n.,1905,5,14,North America,United States of America,New York,Richmond Co.,Richmond Valley,40.5201,-74.2293,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,michauxii,,Quercus michauxii Nutt.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1709872,http://sweetgum.nybg.org/images3/570/171/01469552.jpg,Native,N,LE,,0,,,,,,
102f66de-d75d-49a3-b490-159d480aa94a,NY,PreservedSpecimen,1469375,R. C. Benedict,21,,,,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,michauxii,,Quercus michauxii Nutt.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1709683,http://sweetgum.nybg.org/images3/576/098/01469375.jpg,Native,N,LE,,0,,,,,,
d367cc78-8af0-4dd0-9937-0e995c22301e,NY,PreservedSpecimen,1469595,B. Meurer-Grimes,218,1993,5,6,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, oak collection in area along Bronx River Parkway",,,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,michauxii,,Quercus michauxii Nutt.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1710035,http://sweetgum.nybg.org/images3/576/181/01469595.jpg,Native,N,LE,,0,,,,,,
20486343-b240-439b-9784-059f82b8cca2,NY,PreservedSpecimen,1466900,M. M. Graff,s.n.,1976,6,8,North America,United States of America,New York,Kings Co.,"Prospect Park, just west of East Drive and a block or two east of the boat house",,,,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,montana,,Quercus montana Willd.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708930,http://sweetgum.nybg.org/images3/575/723/01466900.jpg,Native,N,LE,,0,,,,,,
c7c4326e-b877-4edd-b118-a43f36e04b6f,NY,PreservedSpecimen,1466902,J. Hartling,29669,,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,montana,,Quercus montana Willd.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708932,http://sweetgum.nybg.org/images3/575/725/01466902.jpg,Native,N,LE,,0,,,,,,
c8a97cf3-3ff5-43f0-9634-75ce1e7a43ab,NY,PreservedSpecimen,1158838,D. E. Atha,8538,2010,4,17,North America,United States of America,New York,Bronx Co.,"New York City. Grounds of The New York Botanical Garden, N of Waring Ave and W of the Bronx River",40.865,-73.8798,GPS,,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,montana,,Quercus montana Willd.,NYBG Hort. Staff,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410862,,Native,N,LE,,0,,,,,,
23d10f6b-dd0f-479e-8b16-95e896fb3654,NY,PreservedSpecimen,2844356,Z. Wang,31,2016,8,19,North America,United States of America,New York,Bronx Co.,New York Botanical Garden. South Arboretum,40.8577,-73.8777,GPS,5,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,montana,,Quercus montana Willd.,Z. Wang,2016,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3322548,,Native,N,LE,,0,,,,,,
a1ef5ada-7f3b-4d15-a0b1-735d983f869d,NY,PreservedSpecimen,2235985,D. E. Atha,13985,2013,8,26,North America,United States of America,New York,New York Co.,"Central Park, North Meadow, between the North Meadow Recreation Center and the 97th St. Transverse, between 97th and 98th Sts and Adam Clayton Powell Blvd",40.791,-73.9609,GPS,25,Plantae,Magnoliophyta,,Fagales,Fagaceae,Quercus,nigra,,Quercus nigra L.,D. E. Atha,2013,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2356191,,Native,N,LE,"Technically seems native a little more south, but could be end of native range",0,,,,,,
