Accession_No,Mapping_Order,Full_name,Genus,Species,Origin,Leaf_no,Latitude,Longitude,Height_ft,Sun_Exposure_percent,Distance_from_Road_ft,Leaf_Accessibility,Gall_Presence,Leaf_Herbivory
E22-135,6,Tilia americana,Tilia,americana,Native,6,40.654388,-73.985213,36,100,25,high,Y,2
E22-135,6,Tilia americana,Tilia,americana,Native,7,40.654388,-73.985213,36,100,25,high,Y,1
E22-135,6,Tilia americana,Tilia,americana,Native,8,40.654388,-73.985213,36,100,25,high,Y,1
E22-135,6,Tilia americana,Tilia,americana,Native,9,40.654388,-73.985213,36,100,25,high,Y,7
E22-135,6,Tilia americana,Tilia,americana,Native,10,40.654388,-73.985213,36,100,25,high,Y,1
E30-16,7,Tilia americana,Tilia,americana,Native,1,40.653349,-73.98732,67,75,25,high,N,0
E30-16,7,Tilia americana,Tilia,americana,Native,2,40.653349,-73.98732,67,75,25,high,N,0
E30-16,7,Tilia americana,Tilia,americana,Native,3,40.653349,-73.98732,67,75,25,high,N,0
E30-16,7,Tilia americana,Tilia,americana,Native,4,40.653349,-73.98732,67,75,25,high,N,0
E30-16,7,Tilia americana,Tilia,americana,Native,5,40.653349,-73.98732,67,75,25,high,N,0
E30-16,7,Tilia americana,Tilia,americana,Native,6,40.653349,-73.98732,67,75,25,high,N,0
E30-16,7,Tilia americana,Tilia,americana,Native,7,40.653349,-73.98732,67,75,25,high,N,51
E30-16,7,Tilia americana,Tilia,americana,Native,8,40.653349,-73.98732,67,75,25,high,N,0
E30-16,7,Tilia americana,Tilia,americana,Native,9,40.653349,-73.98732,67,75,25,high,N,0
E30-16,7,Tilia americana,Tilia,americana,Native,10,40.653349,-73.98732,67,75,25,high,N,0
W23-3,8,Tilia americana,Tilia,americana,Native,1,40.652802,-73.987754,72,50,0,low,Y,0
W23-3,8,Tilia americana,Tilia,americana,Native,2,40.652802,-73.987754,72,50,0,low,Y,0
W23-3,8,Tilia americana,Tilia,americana,Native,3,40.652802,-73.987754,72,50,0,low,Y,0
W23-3,8,Tilia americana,Tilia,americana,Native,4,40.652802,-73.987754,72,50,0,low,Y,0
W23-3,8,Tilia americana,Tilia,americana,Native,5,40.652802,-73.987754,72,50,0,low,Y,0
W23-3,8,Tilia americana,Tilia,americana,Native,6,40.652802,-73.987754,72,50,0,low,Y,0
W23-3,8,Tilia americana,Tilia,americana,Native,7,40.652802,-73.987754,72,50,0,low,Y,0
W23-3,8,Tilia americana,Tilia,americana,Native,8,40.652802,-73.987754,72,50,0,low,Y,0
W23-3,8,Tilia americana,Tilia,americana,Native,9,40.652802,-73.987754,72,50,0,low,Y,0
W23-3,8,Tilia americana,Tilia,americana,Native,10,40.652802,-73.987754,72,50,0,low,Y,0
E27-19,9,Tilia americana,Tilia,americana,Native,1,40.652384,-73.987542,56,100,0,medium,Y,3
E27-19,9,Tilia americana,Tilia,americana,Native,2,40.652384,-73.987542,56,100,0,medium,Y,30
E27-19,9,Tilia americana,Tilia,americana,Native,3,40.652384,-73.987542,56,100,0,medium,Y,9
E27-19,9,Tilia americana,Tilia,americana,Native,4,40.652384,-73.987542,56,100,0,medium,Y,4
E27-19,9,Tilia americana,Tilia,americana,Native,5,40.652384,-73.987542,56,100,0,medium,Y,1
E27-19,9,Tilia americana,Tilia,americana,Native,6,40.652384,-73.987542,56,100,0,medium,Y,2
E27-19,9,Tilia americana,Tilia,americana,Native,7,40.652384,-73.987542,56,100,0,medium,Y,1
E27-19,9,Tilia americana,Tilia,americana,Native,8,40.652384,-73.987542,56,100,0,medium,Y,1
E27-19,9,Tilia americana,Tilia,americana,Native,9,40.652384,-73.987542,56,100,0,medium,Y,4
E27-19,9,Tilia americana,Tilia,americana,Native,10,40.652384,-73.987542,56,100,0,medium,Y,7
W24-30,10,Tilia americana,Tilia,americana,Native,1,40.651109,-73.988606,65,75,0,medium,Y,2
W24-30,10,Tilia americana,Tilia,americana,Native,2,40.651109,-73.988606,65,75,0,medium,Y,0
W24-30,10,Tilia americana,Tilia,americana,Native,3,40.651109,-73.988606,65,75,0,medium,Y,1
W24-30,10,Tilia americana,Tilia,americana,Native,4,40.651109,-73.988606,65,75,0,medium,Y,1
W24-30,10,Tilia americana,Tilia,americana,Native,5,40.651109,-73.988606,65,75,0,medium,Y,0
W24-30,10,Tilia americana,Tilia,americana,Native,6,40.651109,-73.988606,65,75,0,medium,Y,36
W24-30,10,Tilia americana,Tilia,americana,Native,7,40.651109,-73.988606,65,75,0,medium,Y,2
W24-30,10,Tilia americana,Tilia,americana,Native,8,40.651109,-73.988606,65,75,0,medium,Y,0
W24-30,10,Tilia americana,Tilia,americana,Native,9,40.651109,-73.988606,65,75,0,medium,Y,23
W24-30,10,Tilia americana,Tilia,americana,Native,10,40.651109,-73.988606,65,75,0,medium,Y,32
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,1,40.649183,-73.987279,42,100,0,high,Y,1
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,2,40.649183,-73.987279,42,100,0,high,Y,0
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,3,40.649183,-73.987279,42,100,0,high,Y,0
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,4,40.649183,-73.987279,42,100,0,high,Y,0
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,5,40.649183,-73.987279,42,100,0,high,Y,10
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,6,40.649183,-73.987279,42,100,0,high,Y,3
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,7,40.649183,-73.987279,42,100,0,high,Y,0
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,8,40.649183,-73.987279,42,100,0,high,Y,0
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,9,40.649183,-73.987279,42,100,0,high,Y,3
S07-74,11,Tilia cordata,Tilia,cordata,Non-native,10,40.649183,-73.987279,42,100,0,high,Y,0
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,1,40.649387,-73.983211,57,75,50,medium,Y,1
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,2,40.649387,-73.983211,57,75,50,medium,Y,1
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,3,40.649387,-73.983211,57,75,50,medium,Y,3
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,4,40.649387,-73.983211,57,75,50,medium,Y,0
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,5,40.649387,-73.983211,57,75,50,medium,Y,1
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,6,40.649387,-73.983211,57,75,50,medium,Y,0
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,7,40.649387,-73.983211,57,75,50,medium,Y,0
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,8,40.649387,-73.983211,57,75,50,medium,Y,0
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,9,40.649387,-73.983211,57,75,50,medium,Y,2
S13-32,12,Tilia cordata,Tilia,cordata,Non-native,10,40.649387,-73.983211,57,75,50,medium,Y,2
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,1,40.649935,-73.980958,32,100,25,high,Y,2
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,2,40.649935,-73.980958,32,100,25,high,Y,0
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,3,40.649935,-73.980958,32,100,25,high,Y,0
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,4,40.649935,-73.980958,32,100,25,high,Y,1
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,5,40.649935,-73.980958,32,100,25,high,Y,9
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,6,40.649935,-73.980958,32,100,25,high,Y,2
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,7,40.649935,-73.980958,32,100,25,high,Y,3
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,8,40.649935,-73.980958,32,100,25,high,Y,0
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,9,40.649935,-73.980958,32,100,25,high,Y,7
S11-172,13,Tilia cordata,Tilia,cordata,Non-native,10,40.649935,-73.980958,32,100,25,high,Y,0
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,1,40.648134,-73.98283,27,100,25,high,Y,0
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,2,40.648134,-73.98283,27,100,25,high,Y,3
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,3,40.648134,-73.98283,27,100,25,high,Y,8
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,4,40.648134,-73.98283,27,100,25,high,Y,2
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,5,40.648134,-73.98283,27,100,25,high,Y,0
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,6,40.648134,-73.98283,27,100,25,high,Y,6
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,7,40.648134,-73.98283,27,100,25,high,Y,1
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,8,40.648134,-73.98283,27,100,25,high,Y,1
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,9,40.648134,-73.98283,27,100,25,high,Y,2
S12-113,14,Tilia cordata,Tilia,cordata,Non-native,10,40.648134,-73.98283,27,100,25,high,Y,1
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,1,40.647624,-73.986894,69,100,50,high,Y,4
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,2,40.647624,-73.986894,69,100,50,high,Y,1
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,3,40.647624,-73.986894,69,100,50,high,Y,1
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,4,40.647624,-73.986894,69,100,50,high,Y,2
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,5,40.647624,-73.986894,69,100,50,high,Y,6
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,6,40.647624,-73.986894,69,100,50,high,Y,2
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,7,40.647624,-73.986894,69,100,50,high,Y,15
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,8,40.647624,-73.986894,69,100,50,high,Y,1
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,9,40.647624,-73.986894,69,100,50,high,Y,1
S14-85,15,Tilia cordata,Tilia,cordata,Non-native,10,40.647624,-73.986894,69,100,50,high,Y,1
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,1,40.645981,-73.990585,68,75,50,high,N,0
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,2,40.645981,-73.990585,68,75,50,high,N,0
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,3,40.645981,-73.990585,68,75,50,high,N,5
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,4,40.645981,-73.990585,68,75,50,high,N,0
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,5,40.645981,-73.990585,68,75,50,high,N,0
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,6,40.645981,-73.990585,68,75,50,high,N,1
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,7,40.645981,-73.990585,68,75,50,high,N,8
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,8,40.645981,-73.990585,68,75,50,high,N,0
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,9,40.645981,-73.990585,68,75,50,high,N,4
S19-17,16,Tilia cordata,Tilia,cordata,Non-native,10,40.645981,-73.990585,68,75,50,high,N,24
S03-22,17,Tilia americana,Tilia,americana,Native,1,40.648696,-73.992541,93,50,50,low,Y,1
S03-22,17,Tilia americana,Tilia,americana,Native,2,40.648696,-73.992541,93,50,50,low,Y,2
S03-22,17,Tilia americana,Tilia,americana,Native,3,40.648696,-73.992541,93,50,50,low,Y,0
S03-22,17,Tilia americana,Tilia,americana,Native,4,40.648696,-73.992541,93,50,50,low,Y,1
S03-22,17,Tilia americana,Tilia,americana,Native,5,40.648696,-73.992541,93,50,50,low,Y,0
S03-22,17,Tilia americana,Tilia,americana,Native,6,40.648696,-73.992541,93,50,50,low,Y,1
S03-22,17,Tilia americana,Tilia,americana,Native,7,40.648696,-73.992541,93,50,50,low,Y,0
S03-22,17,Tilia americana,Tilia,americana,Native,8,40.648696,-73.992541,93,50,50,low,Y,0
S03-22,17,Tilia americana,Tilia,americana,Native,9,40.648696,-73.992541,93,50,50,low,Y,2
S03-22,17,Tilia americana,Tilia,americana,Native,10,40.648696,-73.992541,93,50,50,low,Y,0
S02-36,18,Tilia americana,Tilia,americana,Native,1,40.648803,-73.992405,94,50,50,low,Y,45
S02-36,18,Tilia americana,Tilia,americana,Native,2,40.648803,-73.992405,94,50,50,low,Y,5
S02-36,18,Tilia americana,Tilia,americana,Native,3,40.648803,-73.992405,94,50,50,low,Y,6
S02-36,18,Tilia americana,Tilia,americana,Native,4,40.648803,-73.992405,94,50,50,low,Y,6
S02-36,18,Tilia americana,Tilia,americana,Native,5,40.648803,-73.992405,94,50,50,low,Y,13
S02-36,18,Tilia americana,Tilia,americana,Native,6,40.648803,-73.992405,94,50,50,low,Y,2
S02-36,18,Tilia americana,Tilia,americana,Native,7,40.648803,-73.992405,94,50,50,low,Y,0
S02-36,18,Tilia americana,Tilia,americana,Native,8,40.648803,-73.992405,94,50,50,low,Y,0
S02-36,18,Tilia americana,Tilia,americana,Native,9,40.648803,-73.992405,94,50,50,low,Y,0
S02-36,18,Tilia americana,Tilia,americana,Native,10,40.648803,-73.992405,94,50,50,low,Y,0
S03-56,19,Tilia americana,Tilia,americana,Native,1,40.6495,-73.992846,83,50,0,low,Y,1
S03-56,19,Tilia americana,Tilia,americana,Native,2,40.6495,-73.992846,83,50,0,low,Y,3
S03-56,19,Tilia americana,Tilia,americana,Native,3,40.6495,-73.992846,83,50,0,low,Y,1
S03-56,19,Tilia americana,Tilia,americana,Native,4,40.6495,-73.992846,83,50,0,low,Y,0
S03-56,19,Tilia americana,Tilia,americana,Native,5,40.6495,-73.992846,83,50,0,low,Y,2
S03-56,19,Tilia americana,Tilia,americana,Native,6,40.6495,-73.992846,83,50,0,low,Y,0
S03-56,19,Tilia americana,Tilia,americana,Native,7,40.6495,-73.992846,83,50,0,low,Y,0
S03-56,19,Tilia americana,Tilia,americana,Native,8,40.6495,-73.992846,83,50,0,low,Y,0
S03-56,19,Tilia americana,Tilia,americana,Native,9,40.6495,-73.992846,83,50,0,low,Y,0
S03-56,19,Tilia americana,Tilia,americana,Native,10,40.6495,-73.992846,83,50,0,low,Y,0
W30-1,20,Tilia americana,Tilia,americana,Native,1,40.649872,-73.99291,67,100,0,medium,Y,0
W30-1,20,Tilia americana,Tilia,americana,Native,2,40.649872,-73.99291,67,100,0,medium,Y,0
W30-1,20,Tilia americana,Tilia,americana,Native,3,40.649872,-73.99291,67,100,0,medium,Y,1
W30-1,20,Tilia americana,Tilia,americana,Native,4,40.649872,-73.99291,67,100,0,medium,Y,9
W30-1,20,Tilia americana,Tilia,americana,Native,5,40.649872,-73.99291,67,100,0,medium,Y,20
W30-1,20,Tilia americana,Tilia,americana,Native,6,40.649872,-73.99291,67,100,0,medium,Y,0
W30-1,20,Tilia americana,Tilia,americana,Native,7,40.649872,-73.99291,67,100,0,medium,Y,0
W30-1,20,Tilia americana,Tilia,americana,Native,8,40.649872,-73.99291,67,100,0,medium,Y,1
W30-1,20,Tilia americana,Tilia,americana,Native,9,40.649872,-73.99291,67,100,0,medium,Y,0
W30-1,20,Tilia americana,Tilia,americana,Native,10,40.649872,-73.99291,67,100,0,medium,Y,0
W42-125,21,Tilia americana,Tilia,americana,Native,1,40.652414,-74.001078,34,100,50,high,Y,1
W42-125,21,Tilia americana,Tilia,americana,Native,2,40.652414,-74.001078,34,100,50,high,Y,0
W42-125,21,Tilia americana,Tilia,americana,Native,3,40.652414,-74.001078,34,100,50,high,Y,1
W42-125,21,Tilia americana,Tilia,americana,Native,4,40.652414,-74.001078,34,100,50,high,Y,0
W42-125,21,Tilia americana,Tilia,americana,Native,5,40.652414,-74.001078,34,100,50,high,Y,0
W42-125,21,Tilia americana,Tilia,americana,Native,6,40.652414,-74.001078,34,100,50,high,Y,2
W42-125,21,Tilia americana,Tilia,americana,Native,7,40.652414,-74.001078,34,100,50,high,Y,5
W42-125,21,Tilia americana,Tilia,americana,Native,8,40.652414,-74.001078,34,100,50,high,Y,1
W42-125,21,Tilia americana,Tilia,americana,Native,9,40.652414,-74.001078,34,100,50,high,Y,1
W42-125,21,Tilia americana,Tilia,americana,Native,10,40.652414,-74.001078,34,100,50,high,Y,2
W42-125,21,Tilia americana,Tilia,americana,Native,1,40.652414,-74.001078,34,100,50,high,Y,1
W42-125,21,Tilia americana,Tilia,americana,Native,2,40.652414,-74.001078,34,100,50,high,Y,0
W42-125,21,Tilia americana,Tilia,americana,Native,3,40.652414,-74.001078,34,100,50,high,Y,1
W42-125,21,Tilia americana,Tilia,americana,Native,4,40.652414,-74.001078,34,100,50,high,Y,0
W42-125,21,Tilia americana,Tilia,americana,Native,5,40.652414,-74.001078,34,100,50,high,Y,0
W42-125,21,Tilia americana,Tilia,americana,Native,6,40.652414,-74.001078,34,100,50,high,Y,2
W42-125,21,Tilia americana,Tilia,americana,Native,7,40.652414,-74.001078,34,100,50,high,Y,5
W42-125,21,Tilia americana,Tilia,americana,Native,8,40.652414,-74.001078,34,100,50,high,Y,1
W42-125,21,Tilia americana,Tilia,americana,Native,9,40.652414,-74.001078,34,100,50,high,Y,1
W42-125,21,Tilia americana,Tilia,americana,Native,10,40.652414,-74.001078,34,100,50,high,Y,2
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,1,40.65368,-73.987327,59,50,0,low,N,1
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,2,40.65368,-73.987327,59,50,0,low,N,0
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,3,40.65368,-73.987327,59,50,0,low,N,0
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,4,40.65368,-73.987327,59,50,0,low,N,1
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,5,40.65368,-73.987327,59,50,0,low,N,0
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,6,40.65368,-73.987327,59,50,0,low,N,1
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,7,40.65368,-73.987327,59,50,0,low,N,46
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,8,40.65368,-73.987327,59,50,0,low,N,1
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,9,40.65368,-73.987327,59,50,0,low,N,0
E31-36,1,Acer platanoides,Acer,platanoides,Non-native,10,40.65368,-73.987327,59,50,0,low,N,0
E27-15,2,Acer rubrum,Acer,rubrum,Native,1,40.652729,-73.987282,66,25,0,low,Y,0
E27-15,2,Acer rubrum,Acer,rubrum,Native,2,40.652729,-73.987282,66,25,0,low,Y,5
E27-15,2,Acer rubrum,Acer,rubrum,Native,3,40.652729,-73.987282,66,25,0,low,Y,9
E27-15,2,Acer rubrum,Acer,rubrum,Native,4,40.652729,-73.987282,66,25,0,low,Y,1
E27-15,2,Acer rubrum,Acer,rubrum,Native,5,40.652729,-73.987282,66,25,0,low,Y,2
E27-15,2,Acer rubrum,Acer,rubrum,Native,6,40.652729,-73.987282,66,25,0,low,Y,0
E27-15,2,Acer rubrum,Acer,rubrum,Native,7,40.652729,-73.987282,66,25,0,low,Y,2
E27-15,2,Acer rubrum,Acer,rubrum,Native,8,40.652729,-73.987282,66,25,0,low,Y,1
E27-15,2,Acer rubrum,Acer,rubrum,Native,9,40.652729,-73.987282,66,25,0,low,Y,0
E27-15,2,Acer rubrum,Acer,rubrum,Native,10,40.652729,-73.987282,66,25,0,low,Y,0
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,1,40.652126,-73.986804,64,50,25,low,N,0
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,2,40.652126,-73.986804,64,50,25,low,N,1
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,3,40.652126,-73.986804,64,50,25,low,N,0
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,4,40.652126,-73.986804,64,50,25,low,N,0
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,5,40.652126,-73.986804,64,50,25,low,N,1
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,6,40.652126,-73.986804,64,50,25,low,N,3
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,7,40.652126,-73.986804,64,50,25,low,N,1
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,8,40.652126,-73.986804,64,50,25,low,N,0
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,9,40.652126,-73.986804,64,50,25,low,N,0
E27-124,3,Acer platanoides,Acer,platanoides,Non-native,10,40.652126,-73.986804,64,50,25,low,N,0
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,1,40.652859,-73.985709,40,100,0,low,N,3
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,2,40.652859,-73.985709,40,100,0,low,N,2
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,3,40.652859,-73.985709,40,100,0,low,N,2
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,4,40.652859,-73.985709,40,100,0,low,N,51
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,5,40.652859,-73.985709,40,100,0,low,N,1
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,6,40.652859,-73.985709,40,100,0,low,N,0
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,7,40.652859,-73.985709,40,100,0,low,N,4
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,8,40.652859,-73.985709,40,100,0,low,N,1
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,9,40.652859,-73.985709,40,100,0,low,N,0
E27-72,4,Acer platanoides,Acer,platanoides,Non-native,10,40.652859,-73.985709,40,100,0,low,N,0
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,1,40.652721,-73.985058,58,100,0,low,N,0
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,2,40.652721,-73.985058,58,100,0,low,N,0
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,3,40.652721,-73.985058,58,100,0,low,N,1
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,4,40.652721,-73.985058,58,100,0,low,N,0
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,5,40.652721,-73.985058,58,100,0,low,N,3
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,6,40.652721,-73.985058,58,100,0,low,N,2
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,7,40.652721,-73.985058,58,100,0,low,N,0
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,8,40.652721,-73.985058,58,100,0,low,N,2
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,9,40.652721,-73.985058,58,100,0,low,N,0
E26-27,5,Acer platanoides,Acer,platanoides,Non-native,10,40.652721,-73.985058,58,100,0,low,N,1
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,1,40.652043,-73.985912,63,50,25,low,N,0
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,2,40.652043,-73.985912,63,50,25,low,N,0
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,3,40.652043,-73.985912,63,50,25,low,N,0
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,4,40.652043,-73.985912,63,50,25,low,N,1
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,5,40.652043,-73.985912,63,50,25,low,N,0
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,6,40.652043,-73.985912,63,50,25,low,N,0
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,7,40.652043,-73.985912,63,50,25,low,N,0
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,8,40.652043,-73.985912,63,50,25,low,N,0
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,9,40.652043,-73.985912,63,50,25,low,N,0
E26-185,6,Acer platanoides,Acer,platanoides,Non-native,10,40.652043,-73.985912,63,50,25,low,N,1
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,1,40.651818,-73.986391,71,50,25,low,N,1
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,2,40.651818,-73.986391,71,50,25,low,N,1
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,3,40.651818,-73.986391,71,50,25,low,N,1
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,4,40.651818,-73.986391,71,50,25,low,N,0
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,5,40.651818,-73.986391,71,50,25,low,N,0
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,6,40.651818,-73.986391,71,50,25,low,N,1
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,7,40.651818,-73.986391,71,50,25,low,N,7
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,8,40.651818,-73.986391,71,50,25,low,N,0
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,9,40.651818,-73.986391,71,50,25,low,N,1
E26-217,7,Acer platanoides,Acer,platanoides,Non-native,10,40.651818,-73.986391,71,50,25,low,N,0
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,1,40.651792,-73.986368,52,25,50,low,N,1
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,2,40.651792,-73.986368,52,25,50,low,N,0
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,3,40.651792,-73.986368,52,25,50,low,N,1
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,4,40.651792,-73.986368,52,25,50,low,N,5
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,5,40.651792,-73.986368,52,25,50,low,N,14
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,6,40.651792,-73.986368,52,25,50,low,N,0
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,7,40.651792,-73.986368,52,25,50,low,N,0
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,8,40.651792,-73.986368,52,25,50,low,N,11
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,9,40.651792,-73.986368,52,25,50,low,N,1
E26-219,8,Acer platanoides,Acer,platanoides,Non-native,10,40.651792,-73.986368,52,25,50,low,N,2
E25-26,9,Acer rubrum,Acer,rubrum,Native,1,40.652966,-73.98346,57,100,50,high,N,6
E25-26,9,Acer rubrum,Acer,rubrum,Native,2,40.652966,-73.98346,57,100,50,high,N,22
E25-26,9,Acer rubrum,Acer,rubrum,Native,3,40.652966,-73.98346,57,100,50,high,N,5
E25-26,9,Acer rubrum,Acer,rubrum,Native,4,40.652966,-73.98346,57,100,50,high,N,0
E25-26,9,Acer rubrum,Acer,rubrum,Native,5,40.652966,-73.98346,57,100,50,high,N,9
E25-26,9,Acer rubrum,Acer,rubrum,Native,6,40.652966,-73.98346,57,100,50,high,N,1
E25-26,9,Acer rubrum,Acer,rubrum,Native,7,40.652966,-73.98346,57,100,50,high,N,0
E25-26,9,Acer rubrum,Acer,rubrum,Native,8,40.652966,-73.98346,57,100,50,high,N,2
E25-26,9,Acer rubrum,Acer,rubrum,Native,9,40.652966,-73.98346,57,100,50,high,N,3
E25-26,9,Acer rubrum,Acer,rubrum,Native,10,40.652966,-73.98346,57,100,50,high,N,0
S15-1,10,Acer rubrum,Acer,rubrum,Native,1,40.648522,-73.983548,45,100,0,low,N,0
S15-1,10,Acer rubrum,Acer,rubrum,Native,2,40.648522,-73.983548,45,100,0,low,N,1
S15-1,10,Acer rubrum,Acer,rubrum,Native,3,40.648522,-73.983548,45,100,0,low,N,1
S15-1,10,Acer rubrum,Acer,rubrum,Native,4,40.648522,-73.983548,45,100,0,low,N,0
S15-1,10,Acer rubrum,Acer,rubrum,Native,5,40.648522,-73.983548,45,100,0,low,N,2
S15-1,10,Acer rubrum,Acer,rubrum,Native,6,40.648522,-73.983548,45,100,0,low,N,11
S15-1,10,Acer rubrum,Acer,rubrum,Native,7,40.648522,-73.983548,45,100,0,low,N,6
